hanzi_id,hanzi,combinations
69397,前文,前文提到｜前文所述｜回顾前文
69398,战将,英勇战将｜古代战将｜战将风采
69399,免收,免收费用｜免收手续费｜免收租金
69400,喷泉,音乐喷泉｜喷泉广场｜喷泉表演
69401,精子,精子库｜精子质量｜精子捐献
69402,衣裙,漂亮衣裙｜衣裙款式｜衣裙搭配
69403,留守,留守儿童｜留守老人｜留守家庭
69404,自由自在,自由自在的生活｜自由自在的感觉｜自由自在地游玩
69406,服务性,服务性行业｜服务性工作｜服务性机构
69407,指挥家,著名指挥家｜音乐指挥家｜指挥家风采
69408,西餐,西餐厅｜西餐礼仪｜西餐文化
69409,通气,通气孔｜通气管道｜保持通气
69411,冰山,冰山一角｜冰山融化｜冰山景观
69412,倒过儿,倒过儿来说｜倒过儿理解｜倒过儿放置
69413,西化,西化思想｜西化风格｜西化影响
69414,义战,正义战争｜义战精神｜古代义战
69415,战马,战马奔腾｜战马嘶鸣｜古代战马
69416,日见,日见好转｜日见成效｜日见成长
69418,斐然,成绩斐然｜斐然成就｜斐然可观
69419,要员,政府要员｜重要要员｜要员会议
69420,祖师,武术祖师｜行业祖师｜祖师爷
69421,当政,当政时期｜当政者｜当政方针
69422,招数,新招数｜招数变化｜招数巧妙
69423,便衣,便衣警察｜便衣侦查｜便衣行动
69424,盘山,盘山公路｜盘山小路｜盘山而行
69425,破格,破格录用｜破格提拔｜破格录取
69427,沙滩排球,沙滩排球比赛｜沙滩排球运动｜沙滩排球场地
69428,喷射,喷射水流｜喷射火焰｜喷射装置
69429,斟酌,仔细斟酌｜斟酌字句｜斟酌考虑
69430,未定,未定之事｜未定方案｜尚未未定
69431,惆怅,心情惆怅｜惆怅情绪｜感到惆怅
69432,古道,古道西风｜古道热肠｜古老古道
69433,年三十,年三十晚上｜年三十团圆｜年三十习俗
69434,海路,海路运输｜海路航线｜开辟海路
69436,盛誉,享有盛誉｜盛誉全球｜盛誉归来
69437,凝望,凝望远方｜凝望星空｜深情凝望
69438,神像,神像雕塑｜供奉神像｜古老神像
69439,接应,接应人员｜接应点｜及时接应
69440,押金,支付押金｜押金退还｜押金金额
69443,冲击波,冲击波效应｜冲击波伤害｜冲击波传播
69444,军情,军情紧急｜军情报告｜军情分析
69446,老话,老话常说｜老话有理｜民间老话
69447,取款,取款机｜取款手续｜银行取款
69448,木耳,黑木耳｜白木耳｜木耳汤
69449,套餐,套餐优惠｜套餐选择｜手机套餐
69450,压题,压题作文｜压题技巧｜考试压题
69453,细说,细说缘由｜细说经过｜细说故事
69455,定格,定格画面｜定格瞬间｜定格记忆
69456,附中,师大附中｜附中校园｜附中学生
69457,回声,回声定位｜山谷回声｜回声效果
69458,价值规律,价值规律作用｜价值规律研究｜经济价值规律
69459,飞机场,飞机场候机｜飞机场安检｜国际飞机场
69460,制片人,电影制片人｜制片人工作｜著名制片人
69461,铁皮,铁皮柜｜铁皮屋顶｜铁皮盒子
69462,问号,问号表情｜问号形状｜打问号
69465,星空,星空观测｜星空美丽｜夜晚星空
69466,自小,自小长大｜自小学习｜自小习惯
69467,围巾,围巾搭配｜毛线围巾｜冬季围巾
69468,感伤,感伤情绪｜感伤音乐｜感伤故事
69469,幽静,环境幽静｜幽静小路｜幽静山庄
69470,中尉,陆军中尉｜中尉军衔｜中尉军官
69471,运费,运费计算｜运费支付｜运费优惠
69472,古诗,古诗欣赏｜古诗背诵｜古诗创作
69473,快车道,快车道行驶｜快车道规则｜高速公路快车道
69474,雷霆,雷霆万钧｜雷霆之势｜雷霆行动
69475,府第,豪华府第｜古代府第｜府第建筑
69476,末了,末了结｜末了之事｜故事末了
69477,群星,群星闪耀｜群星荟萃｜群星演唱会
69478,鼓楼,鼓楼大街｜鼓楼钟声｜古代鼓楼
69479,天神,天神下凡｜天神保佑｜天神传说
69480,大略,大略说明｜大略估计｜大略了解
69482,先辈,革命先辈｜先辈精神｜先辈事迹
69483,沙哑,声音沙哑｜沙哑喉咙｜沙哑嗓音
69485,考中,考中大学｜考中进士｜考中状元
69486,挽留,挽留客人｜挽留人才｜真诚挽留
69487,发案,发案率｜发案时间｜发案地点
69488,难忍,疼痛难忍｜难忍受｜难忍之苦
69490,越冬,越冬作物｜越冬准备｜鸟类越冬
69492,绕道,绕道而行｜绕道路线｜绕道避开
69493,截留,截留资金｜截留信息｜截留货物
69494,冷气,冷气开放｜冷气设备｜冷气温度
69495,拉拢,拉拢关系｜拉拢人心｜拉拢手段
69496,主将,球队主将｜主将风采｜主将责任
69497,嘶哑,声音嘶哑｜嘶哑喊叫｜嘶哑嗓音
69499,假币,识别假币｜制造假币｜使用假币
69500,长条,长条形状｜长条桌子｜长条木板
69501,海报,电影海报｜宣传海报｜张贴海报
69502,婆家,回婆家｜婆家人｜婆家亲戚
69503,碰巧,碰巧遇见｜纯属碰巧｜实在碰巧
69504,微利,微利经营｜薄利多销｜微利行业
69505,抖擞,精神抖擞｜抖擞精神｜抖擞威风
69506,衣袖,衣袖破损｜衣袖整洁｜挽起衣袖
69507,追缴,追缴税款｜依法追缴｜追缴欠款
69508,英雄主义,英雄主义精神｜个人英雄主义｜革命英雄主义
69509,欢欣鼓舞,欢欣鼓舞的心情｜令人欢欣鼓舞｜群众欢欣鼓舞
69510,不得而知,不得而知的结果｜原因不得而知｜真相不得而知
69511,五行,五行学说｜五行相生｜五行八卦
69512,介于,介于两者之间｜介于中间｜介于黑白
69514,露水,露水夫妻｜清晨露水｜露水姻缘
69515,死因,查明死因｜死因不明｜意外死因
69517,生恐,生恐出错｜生恐迟到｜生恐失败
69518,梯子,爬梯子｜折叠梯子｜竹制梯子
69519,卖力,卖力工作｜十分卖力｜卖力表演
69520,拼音,汉语拼音｜拼音输入法｜学习拼音
69521,蹊径,另辟蹊径｜独辟蹊径｜蹊径小路
69522,伺机,伺机而动｜伺机报复｜伺机行动
69523,寒气,寒气逼人｜一股寒气｜寒气袭人
69526,原籍,原籍地址｜返回原籍｜原籍所在地
69527,魔术师,著名魔术师｜魔术师表演｜职业魔术师
69528,公开信,发表公开信｜致公开信｜公开信内容
69529,佩带,佩带勋章｜佩带武器｜佩带徽章
69530,横贯,横贯东西｜横贯大陆｜横贯公路
69531,育苗,育苗基地｜水稻育苗｜科学育苗
69532,镌刻,镌刻文字｜镌刻石碑｜镌刻铭记
69533,高悬,明月高悬｜高悬空中｜旗帜高悬
69534,绝境,陷入绝境｜绝境逢生｜走出绝境
69535,强忍,强忍泪水｜强忍疼痛｜强忍怒火
69536,陡峭,陡峭山坡｜地势陡峭｜陡峭悬崖
69538,有利可图,有利可图的生意｜有利可图的项目｜有利可图的机会
69539,报界,报界人士｜报界报道｜报界评论
69540,拘谨,性格拘谨｜态度拘谨｜行为拘谨
69541,范文,作文范文｜参考范文｜经典范文
69543,限价,政府限价｜价格限价｜限价政策
69544,声息,声息全无｜微弱声息｜声息相通
69546,否决权,行使否决权｜一票否决权｜拥有否决权
69547,驱赶,驱赶蚊虫｜驱赶牲畜｜强行驱赶
69548,套服,西装套服｜职业套服｜整套套服
69549,工薪阶层,工薪阶层家庭｜普通工薪阶层｜工薪阶层收入
69550,谦逊,态度谦逊｜为人谦逊｜谦逊有礼
69552,动画片,动画片制作｜儿童动画片｜经典动画片
69553,入药,入药使用｜药材入药｜可以入药
69555,淳朴,民风淳朴｜性格淳朴｜淳朴善良
69557,交还,交还物品｜按时交还｜交还失主
69558,硬性,硬性规定｜硬性要求｜硬性指标
69560,热力,热力供应｜热力工程｜热力公司
69561,西面,西面方向｜城市西面｜西面窗户
69563,藏历,藏历新年｜藏历计算｜藏历节日
69564,红枣,红枣枸杞｜红枣汤｜红枣营养
69565,回流,资金回流｜人才回流｜回流现象
69566,营收,公司营收｜营收增长｜营收数据
69568,情歌,情歌对唱｜经典情歌｜创作情歌
69570,贵妇,贵族贵妇｜贵妇打扮｜贵妇生活
69571,崭露头角,崭露头角的年轻人｜崭露头角的新星｜崭露头角的机会
69572,溪水,溪水潺潺｜清澈溪水｜山间溪水
69573,寡人,自称寡人｜寡人之疾｜孤家寡人
69574,旗袍,旗袍美女｜传统旗袍｜旗袍服饰
69575,整风,整风运动｜整风整改｜整风学习
69576,折叠,折叠手机｜折叠衣服｜折叠方式
69577,接二连三,接二连三地发生｜接二连三的问题｜接二连三的打击
69578,用光,用光积蓄｜用光时间｜用光资源
69579,任由,任由发展｜任由摆布｜任由选择
69580,大脚,大脚走路｜大脚尺寸｜大脚怪
69581,引申,引申意义｜引申含义｜引申出来
69583,教官,军事教官｜学校教官｜教官训练
69584,斜坡,斜坡滑行｜陡峭斜坡｜缓坡斜坡
69586,养家,养家糊口｜养家责任｜养家辛苦
69587,牧草,牧草种植｜优质牧草｜牧草饲料
69588,承运,货物承运｜承运公司｜承运责任
69589,收据,开具收据｜收款收据｜保留收据
69591,喜气洋洋,喜气洋洋的气氛｜喜气洋洋的节日｜喜气洋洋的笑容
69592,深思熟虑,深思熟虑的决定｜经过深思熟虑｜深思熟虑的计划
69593,大动脉,交通大动脉｜经济大动脉｜生命大动脉
69595,吹嘘,吹嘘自己｜吹嘘能力｜喜欢吹嘘
69596,即位,新皇即位｜即位典礼｜即位仪式
69597,依恋,依恋父母｜深深依恋｜依恋之情
69598,偏好,个人偏好｜偏好选择｜口味偏好
69599,悬赏,悬赏通缉｜高额悬赏｜悬赏寻人
69600,时钟,电子时钟｜时钟显示｜时钟指针
69601,招展,红旗招展｜彩旗招展｜迎风招展
69602,云天,直冲云天｜高耸云天｜云天之上
69603,惊吓,受到惊吓｜惊吓过度｜惊吓表情
69604,由此看来,由此看来可以知道｜由此看来很明显｜由此看来结论是
69607,思辨,哲学思辨｜思辨能力｜思辨过程
69608,讲义,课程讲义｜编写讲义｜讲义内容
69609,净水,净水设备｜饮用净水｜净水处理
69611,集子,诗歌集子｜出版集子｜作品集子
69613,口述,口述历史｜口述记录｜口述经历
69614,摊主,水果摊主｜摊主叫卖｜摊主生意
69615,津津有味,吃得津津有味｜看得津津有味｜津津有味地听
69616,隐含,隐含意思｜隐含风险｜隐含条件
69617,严守,严守纪律｜严守秘密｜严守规定
69618,年检,车辆年检｜年度年检｜年检合格
69619,隔阂,产生隔阂｜消除隔阂｜心理隔阂
69620,有增无减,有增无减的趋势｜有增无减的压力｜有增无减的需求
69621,理想主义,理想主义者｜理想主义精神｜理想主义情怀
69622,生态旅游,生态旅游区｜生态旅游项目｜生态旅游发展
69624,敲定,敲定方案｜敲定时间｜敲定细节
69625,失修,年久失修｜房屋失修｜道路失修
69626,中子,中子星｜中子束｜中子辐射
69627,冰雹,冰雹灾害｜下冰雹｜冰雹天气
69628,叛逆,叛逆期｜叛逆心理｜叛逆行为
69630,小球,小球运动｜小球游戏｜小球模型
69632,影印,影印本｜影印件｜影印技术
69633,九州,九州大地｜九州四海｜九州同庆
69634,暴躁,脾气暴躁｜性格暴躁｜暴躁易怒
69635,折服,令人折服｜才华折服｜心悦折服
69636,奖品,奖品丰厚｜获得奖品｜奖品设置
69637,可变,可变因素｜可变成本｜可变参数
69639,吐露,吐露心声｜吐露真情｜吐露秘密
69642,静坐,静坐示威｜静坐冥想｜静坐养生
69643,失手,失手打碎｜失手掉落｜一时失手
69644,始终不渝,始终不渝的爱情｜始终不渝的信念｜始终不渝的追求
69645,功用,功用齐全｜功用显著｜药用功用
69648,婆子,老婆子｜老婆子嘴｜老婆子脾气
69649,按理,按理说｜按理推断｜按理办事
69650,村寨,古老村寨｜少数民族村寨｜村寨风情
69651,马铃薯,马铃薯淀粉｜马铃薯种植｜马铃薯片
69652,浇灌,浇灌农田｜浇灌花草｜自动浇灌
69653,五指,五指山｜五指并拢｜五指张开
69654,放肆,行为放肆｜言语放肆｜放肆无礼
69655,拖鞋,拖鞋走路｜穿拖鞋｜塑料拖鞋
69656,颂扬,颂扬功德｜颂扬英雄｜热情颂扬
69657,货主,货主责任｜货主信息｜货主权益
69658,窘迫,生活窘迫｜经济窘迫｜处境窘迫
69659,本来面目,恢复本来面目｜认清本来面目｜保持本来面目
69660,猎物,捕获猎物｜寻找猎物｜猎物上钩
69661,营区,军事营区｜营区管理｜营区建设
69662,棕榈,棕榈树｜棕榈油｜棕榈叶
69663,纬度,纬度位置｜纬度高低｜纬度带
69664,山药,山药粥｜山药种植｜山药营养
69665,弯路,走弯路｜人生弯路｜弯路行驶
69666,企业所得税,企业所得税法｜企业所得税申报｜企业所得税优惠
69667,芒果,芒果干｜芒果味｜芒果种植
69668,哀伤,心情哀伤｜哀伤情绪｜哀伤音乐
69670,高端,高端产品｜高端技术｜高端市场
69671,皇室,皇室成员｜皇室家族｜皇室礼仪
69672,评语,老师评语｜成绩评语｜评语内容
69673,受检,受检单位｜受检人员｜受检样品
69674,派头,派头十足｜讲究派头｜摆派头
69675,急匆匆,急匆匆地走｜急匆匆赶来｜说话急匆匆
69677,速率,速率控制｜传输速率｜反应速率
69680,茶话会,茶话会活动｜举办茶话会｜新春茶话会
69682,迷茫,前途迷茫｜眼神迷茫｜迷茫时期
69685,游离,游离状态｜游离分子｜游离在外
69687,茄子,茄子炒肉｜茄子种植｜茄子营养
69688,长程,长程运输｜长程导弹｜长程计划
69689,入时,穿着入时｜打扮入时｜思想入时
69690,沉醉,沉醉其中｜沉醉美景｜沉醉音乐
69691,尿素,尿素肥料｜尿素含量｜尿素合成
69692,先天性,先天性缺陷｜先天性心脏病｜先天性因素
69694,计票,计票工作｜计票结果｜现场计票
69696,适逢,适逢其时｜适逢佳节｜适逢机会
69697,玩乐,吃喝玩乐｜玩乐场所｜尽情玩乐
69698,排场,讲究排场｜排场很大｜婚礼排场
69699,扇子,扇子舞｜折扇子｜扇子艺术
69700,飘荡,随风飘荡｜旗帜飘荡｜思绪飘荡
69701,厂价,厂价直销｜厂价供应｜出厂价格
69702,繁复,程序繁复｜手续繁复｜花纹繁复
69704,女孩儿,小女孩儿｜漂亮女孩儿｜女孩儿心思
69705,恩怨,恩怨情仇｜个人恩怨｜化解恩怨
69706,赠款,赠款项目｜接受赠款｜国际赠款
69708,扼要,简明扼要｜内容扼要｜扼要说明
69709,一清二楚,说得一清二楚｜看得一清二楚｜一清二楚的事实
69710,倍受,倍受关注｜倍受青睐｜倍受煎熬
69711,手杖,拄着手杖｜手杖辅助｜手杖行走
69712,低空,低空飞行｜低空侦察｜低空气流
69713,苍茫,暮色苍茫｜苍茫大地｜苍茫云海
69715,正比,成正比｜正比关系｜正比增长
69716,送电,送电线路｜送电工程｜送电系统
69717,观战,观战席｜观战群众｜在线观战
69719,假发,戴假发｜假发套｜假发造型
69720,下垂,眼皮下垂｜嘴角下垂｜下垂物体
69721,明码,明码标价｜明码实价｜明码电报
69722,性状,性状特征｜物理性状｜化学性状
69723,夺魁,比赛夺魁｜夺魁之战｜成功夺魁
69724,鼻涕,流鼻涕｜鼻涕虫｜擦鼻涕
69725,呵护,细心呵护｜精心呵护｜呵护成长
69726,顶替,顶替工作｜顶替位置｜找人顶替
69727,雌性,雌性动物｜雌性激素｜雌性特征
69728,海带,海带汤｜海带丝｜海带营养
69729,中试,中试阶段｜中试生产｜中试结果
69731,妊娠,妊娠期｜妊娠反应｜妊娠检查
69732,凯歌,高奏凯歌｜凯歌嘹亮｜胜利凯歌
69734,废品,废品回收｜废品利用｜废品处理
69735,夙愿,夙愿得偿｜毕生夙愿｜实现夙愿
69736,均值,均值计算｜总体均值｜均值回归
69737,睫毛,长睫毛｜睫毛膏｜睫毛翘
69738,地膜,地膜覆盖｜地膜种植｜塑料地膜
69739,秘方,祖传秘方｜秘方治疗｜秘方配制
69740,难言,难言之隐｜痛苦难言｜难言之情
69741,鼠疫,鼠疫疫情｜鼠疫防治｜鼠疫传播
69742,头绪,毫无头绪｜理清头绪｜头绪纷繁
69743,独行,独行侠｜独行其是｜独来独往
69744,高傲,态度高傲｜性格高傲｜高傲自负
69746,若无其事,若无其事地走开｜装作若无其事｜若无其事的样子
69747,航空器,航空器制造｜航空器技术｜民用航空器
69749,调换,调换工作｜调换位置｜互相调换
69751,军旅,军旅生涯｜军旅歌曲｜军旅作家
69752,谬误,逻辑谬误｜纠正谬误｜明显谬误
69753,荒滩,荒滩开发｜荒滩变绿洲｜荒滩治理
69754,站岗,站岗放哨｜站岗执勤｜轮流站岗
69757,明信片,明信片收藏｜寄明信片｜明信片设计
69758,有心人,天下无难事，只怕有心人｜做个有心人｜有心人天不负
69759,信手,信手拈来｜信手涂鸦｜信手写下
69760,中餐,中餐文化｜中餐厨师｜中餐菜单
69761,缠身,疾病缠身｜债务缠身｜烦恼缠身
69762,作答,认真作答｜按时作答｜书面作答
69763,杀戮,残酷杀戮｜停止杀戮｜大规模杀戮
69764,脊背,脊背发凉｜挺直脊背｜脊背疼痛
69765,打井,打井取水｜打井工程｜打井技术
69767,推辞,婉言推辞｜推辞邀请｜无法推辞
69768,正体,正体汉字｜正体中文｜正体书法
69770,书斋,书斋生活｜书斋文化｜私人书斋
69771,神志,神志不清｜神志清醒｜神志恍惚
69774,营业税,营业税改革｜营业税税率｜营业税征收
69775,多端,变化多端｜诡计多端｜思绪多端
69776,属地,属地管理｜属地原则｜行政属地
69777,诉苦,向人诉苦｜诉苦抱怨｜诉苦大会
69778,民事诉讼,民事诉讼案件｜民事诉讼程序｜民事诉讼费用
69779,照看,照看孩子｜照看老人｜细心照看
69780,小数,小数计算｜小数部分｜循环小数
69781,工场,工场手工业｜工场生产｜小型工场
69782,约法,约法三章｜共同约法｜临时约法
69783,吹牛,吹牛大王｜喜欢吹牛｜吹牛不打草稿
69784,蔚蓝,蔚蓝天空｜蔚蓝海洋｜蔚蓝眼睛
69785,父女,父女关系｜父女情深｜父女相认
69786,峭壁,陡峭峭壁｜悬崖峭壁｜峭壁攀登
69787,拔高,拔高要求｜故意拔高｜拔高声音
69788,谓语,谓语动词｜句子谓语｜谓语成分
69789,受尽,受尽苦难｜受尽折磨｜受尽委屈
69792,茶几,茶几摆放｜玻璃茶几｜茶几桌面
69793,飞驰,飞驰而过｜汽车飞驰｜飞驰列车
69794,兴工,兴工动土｜兴工建设｜兴工仪式
69795,互换,互换礼物｜位置互换｜角色互换
69796,几度,几度春秋｜几度风雨｜几度夕阳红
69797,皮子,皮革皮子｜皮子加工｜皮子制品
69798,花篮,花篮编织｜花篮装饰｜花篮送礼
69799,包扎,包扎伤口｜包扎礼品｜包扎方法
69800,门庭,门庭若市｜门庭冷落｜门庭装饰
69802,二审,二审判决｜二审程序｜二审上诉
69803,矛头,矛头指向｜矛头对准｜转移矛头
69804,合演,合演节目｜合演电影｜明星合演
69806,分税制,分税制改革｜分税制财政｜分税制体系
69809,单刀,单刀直入｜单刀赴会｜单刀武器
69810,陷害,陷害他人｜遭受陷害｜阴谋陷害
69811,受罪,受罪受苦｜活受罪｜白白受罪
69812,租借,租借合同｜租借土地｜临时租借
69813,五脏,五脏六腑｜五脏功能｜五脏健康
69814,决裂,彻底决裂｜关系决裂｜思想决裂
69815,自外,自外于人民｜自外于社会｜自外于集体
69816,茅屋,茅屋草舍｜茅屋为秋风所破歌｜简陋茅屋
69817,成衣,成衣制作｜成衣市场｜成衣工厂
69818,接听,接听电话｜接听来电｜接听工作
69821,工钱,工钱结算｜拖欠工钱｜工钱标准
69823,私有制,私有制经济｜私有制企业｜私有制改革
69824,对得起,对得起良心｜对得起父母｜对得起自己
69825,怀旧,怀旧情绪｜怀旧歌曲｜怀旧风格
69826,交公,交公粮｜交公任务｜按时交公
69827,体察,体察民情｜体察入微｜细心体察
69829,纷繁,事务纷繁｜头绪纷繁｜纷繁复杂
69831,没准儿,没准儿会来｜没准儿下雨｜这事没准儿
69833,闸门,闸门控制｜水闸闸门｜开启闸门
69834,显效,药物显效｜快速显效｜显效时间
69835,碳酸,碳酸饮料｜碳酸钙｜碳酸化合物
69836,同归,殊途同归｜同归于尽｜同归一处
69839,聋哑,聋哑学校｜聋哑人士｜聋哑儿童
69840,裁缝,裁缝师傅｜裁缝手艺｜裁缝店铺
69841,展期,展期申请｜贷款展期｜展览展期
69842,骨质,骨质疏松｜骨质增生｜骨质检查
69843,口实,借口口实｜给人留下口实｜制造口实
69844,波折,经历波折｜感情波折｜波折起伏
69847,预祝,预祝成功｜预祝新年快乐｜预祝大会圆满
69849,中成药,中成药生产｜中成药销售｜中成药配方
69850,选送,选送人才｜选送作品｜选送参加
69852,神农,神农尝百草｜神农氏｜神农架
69853,均分,均分财产｜平均分配｜均分土地
69854,机要,机要文件｜机要工作｜机要部门
69855,仰慕,仰慕已久｜令人仰慕｜仰慕名人
69856,金币,金币收藏｜古代金币｜金币交易
69857,炯炯,目光炯炯｜炯炯有神｜炯炯发光
69859,短线,短线操作｜短线投资｜短线交易
69860,作恶,作恶多端｜作恶犯罪｜作恶之人
69861,拨付,资金拨付｜按时拨付｜拨付流程
69863,技术革命,技术革命时代｜技术革命浪潮｜新技术革命
69864,纸片,纸片飞舞｜纸片制作｜纸片艺术
69865,凹凸,凹凸不平｜凹凸有致｜凹凸表面
69866,进士,进士及第｜科举进士｜进士出身
69867,绽放,鲜花绽放｜绽放笑容｜绽放光彩
69869,相加,数字相加｜相加求和｜相加计算
69870,窃取,窃取情报｜窃取机密｜窃取成果
69871,局外,局外人｜置身局外｜局外旁观
69872,士官,士官学校｜士官培训｜士官军衔
69873,铺盖,铺盖卷儿｜铺盖行李｜铺盖收拾
69874,性欲,性欲旺盛｜性欲减退｜性欲问题
69876,保护价,保护价格｜保护价政策｜农产品保护价
69877,牵线搭桥,牵线搭桥者｜牵线搭桥工作｜牵线搭桥服务
69878,更有甚者,更有甚者说｜更有甚者认为｜更有甚者提出
69880,方今,方今之时｜方今社会｜方今日益
69881,厚爱,厚爱有加｜深受厚爱｜承蒙厚爱
69882,火红,火红年代｜火红太阳｜火红事业
69883,儿科,儿科医生｜儿科医院｜儿科疾病
69885,卧床,卧床休息｜卧床不起｜长期卧床
69887,强健,强健体魄｜身体强健｜体魄强健
69888,高消费,高消费群体｜高消费水平｜高消费场所
69889,惨白,脸色惨白｜惨白如纸｜面色惨白
69890,暴风雪,暴风雪天气｜暴风雪来袭｜暴风雪预警
69891,抽取,抽取样本｜随机抽取｜抽取血液
69892,活佛,活佛转世｜藏传活佛｜活佛制度
69893,印本,古籍印本｜宋版印本｜善本印本
69894,义无反顾,义无反顾地｜义无反顾向前｜义无反顾选择
69895,字里行间,字里行间透露出｜字里行间流露｜字里行间体现
69897,招架,难以招架｜招架不住｜无力招架
69899,迥异,风格迥异｜迥然不同｜迥异于常
69900,愕然,愕然失色｜愕然相视｜愕然无语
69902,豪门,豪门世家｜豪门恩怨｜豪门贵族
69903,小丑,小丑表演｜小丑形象｜小丑妆容
69904,节支,节支增收｜节约节支｜节支措施
69905,内燃,内燃机车｜内燃发动机｜内燃机技术
69906,无缺,完美无缺｜完整无缺｜无缺无损
69907,不见经传,不见经传的人物｜不见经传的小镇｜不见经传的故事
69910,赢家,最终赢家｜人生赢家｜赢家通吃
69911,重制,重制版本｜游戏重制｜重制版电影
69912,水地,水地比例｜水地资源｜水地利用
69913,入夜,入夜时分｜入夜以后｜入夜渐深
69916,织物,纺织品织物｜织物面料｜织物结构
69917,脚趾,脚趾头｜脚趾甲｜脚趾受伤
69919,血清,血清检测｜血清学｜血清抗体
69920,交响曲,交响乐团｜交响乐曲｜交响音乐会
69921,独树一帜,独树一帜的风格｜独树一帜的设计｜独树一帜的艺术
69922,隆起,地面隆起｜隆起部位｜山体隆起
69923,何止,何止如此｜何止这些｜何止千万
69924,整机,整机性能｜整机销售｜整机装配
69925,登录,登录账号｜登录系统｜用户登录
69926,山歌,山歌对唱｜民间山歌｜山歌嘹亮
69927,通便,通便药物｜通便效果｜帮助通便
69929,饰演,饰演角色｜成功饰演｜饰演主角
69930,时评,时事评论｜时评文章｜新闻时评
69931,新石器时代,新石器时代文化｜新石器时代遗址｜新石器时代人类
69932,有份,有份参与｜有份工作｜有份责任
69934,偷袭,偷袭珍珠港｜偷袭行动｜夜间偷袭
69935,佐证,有力佐证｜佐证材料｜事实佐证
69936,划归,划归管理｜划归部门｜划归范围
69938,买点,买点突出｜产品买点｜核心买点
69942,大声疾呼,大声疾呼改革｜大声疾呼正义｜大声疾呼保护
69943,大跃进,大跃进时期｜大跃进运动｜大跃进年代
69944,毒贩,毒贩团伙｜抓捕毒贩｜毒品贩子
69945,调离,调离岗位｜调离原职｜调离工作
69948,趋紧,资金趋紧｜政策趋紧｜市场趋紧
69949,流体,流体力学｜流体运动｜流体状态
69950,转瞬,转瞬即逝｜转瞬间｜转瞬之间
69951,大数,大数定律｜大数据｜大数计算
69952,深海,深海探测｜深海鱼类｜深海资源
69953,超音速,超音速飞行｜超音速飞机｜超音速导弹
69954,说理,说理清楚｜以理服人｜说理文章
69955,上台阶,上台阶水平｜迈上新台阶｜发展上台阶
69956,大刀阔斧,大刀阔斧改革｜大刀阔斧整改｜大刀阔斧推进
69957,施用,施用肥料｜施用农药｜施用方法
69958,浴血,浴血奋战｜浴血搏杀｜浴血沙场
69959,桥牌,桥牌比赛｜桥牌游戏｜桥牌俱乐部
69960,遗失,遗失物品｜证件遗失｜遗失声明
69962,如火如荼,如火如荼开展｜如火如荼进行｜如火如荼发展
69966,草率,草率决定｜草率行事｜态度草率
69967,行政诉讼,行政诉讼案件｜行政诉讼程序｜提起行政诉讼
69969,剑锋,剑锋所指｜剑锋锐利｜剑锋寒光
69971,相亲,相亲相爱｜相亲节目｜相亲对象
69972,风琴,手风琴｜脚踏风琴｜风琴演奏
69973,推诿,推诿责任｜互相推诿｜推诿扯皮
69974,见诸,见诸报端｜见诸行动｜见诸实施
69975,脸面,顾及脸面｜保全脸面｜脸面问题
69976,乘务员,列车乘务员｜空中乘务员｜乘务员工作
69977,烟袋,烟袋锅｜烟袋杆｜老烟袋
69978,印花,印花税｜印花布料｜印花图案
69979,情变,感情变故｜情变风波｜遭遇情变
69981,货架,超市货架｜货架商品｜货架陈列
69982,车水,车水马龙｜车水人流｜车水不息
69983,需用,需用资金｜需用材料｜需用时间
69984,大敌,共同大敌｜面对大敌｜大敌当前
69985,恰到好处,恰到好处地｜恰到好处的时机｜恰到好处的温度
69987,用词,用词准确｜用词不当｜用词精炼
69988,常客,老常客｜常客优惠｜常客光临
69990,变压器,电力变压器｜变压器设备｜变压器原理
69991,常数,数学常数｜物理常数｜常数定义
69992,开导,耐心开导｜开导学生｜心理开导
69993,申领,申领证件｜申领表格｜申领程序
69994,淘气,淘气包｜淘气孩子｜淘气行为
69995,泰然,泰然自若｜泰然处之｜神色泰然
69996,雷电,雷电交加｜雷电天气｜雷电防护
69998,石桥,石桥古镇｜石桥横跨｜石桥建筑
69999,宁肯,宁肯不做｜宁肯放弃｜宁肯选择
70000,兴味,兴味盎然｜兴味索然｜饶有兴味
70001,始祖,人类始祖｜始祖鸟｜文化始祖
70002,愈合,伤口愈合｜愈合过程｜快速愈合
70003,和局,和局收场｜和局结束｜和局比分
70004,沉稳,性格沉稳｜沉稳大气｜沉稳持重
70006,空气污染,空气污染治理｜空气污染指数｜空气污染严重
70007,亲历,亲历者说｜亲历其事｜亲历现场
70008,住址,住址变更｜详细住址｜家庭住址
70010,剔除,剔除杂质｜剔除无效数据｜剔除不合格品
70011,边城,边城故事｜边城小镇｜边城风光
70012,初春,初春时节｜初春天气｜初春景色
70013,典当,典当行｜典当物品｜典当业务
70014,浩然,浩然正气｜浩然之气｜浩然长存
70015,违犯,违犯法律｜违犯规定｜违犯纪律
70016,降生,降生人间｜降生之日｜降生仪式
70019,三部曲,人生三部曲｜发展三部曲｜爱情三部曲
70020,修道院,修道院建筑｜修道院生活｜修道院院长
70023,相映,相映成趣｜相映生辉｜山水相映
70024,后撤,后撤步｜后撤防守｜战略后撤
70025,邪说,邪说惑众｜异端邪说｜批判邪说
