definition_id,example_sn,example_cn,example_en,example_img
96311,1,动摇,waver,
96311,2,摇晃,rock; sway; shake,
96311,3,摇手,wave hands,
96311,4,摇铃,ring a bell,
96311,5,摇橹,scull,
96311,6,摇纺车。,turn a spinning wheel,
96411,1,迅跑,run swiftly,
96411,2,迅捷,fast; rapid; agile; quick,
96411,3,迅猛。,sudden and violent,
96511,1,险地,strategic position,
96511,2,险隘,strategic pass; defile,
96511,3,险峻,dangerously steep; precipitous,
96511,4,山高水险。,The mountain is high and the river dangerous.,
96512,1,天险,natural barrier,
96512,2,无险可守。,have no tenable defence position; be strategically indefensible,
96513,1,冒险,risk; take a risk; venture; have an adventure,
96513,2,保险,insure; insurance,
96513,3,脱险,escape from danger or risk,
96513,4,险症,dangerous illness or disease,
96513,5,巡堤查险。,inspect the dam to find out the possible dangers,
96514,1,阴险,sinister,
96514,2,险诈。,sinister and sly,
96515,1,险遭不幸。,narrowly escape from death; come within an ace of death,
96611,1,遗之千金。,present sb. with a generous gift of money,
96621,1,路不拾遗。,No one picks up or pockets anything lost on the road.,
96622,1,路不拾遗。,No one picks up or pockets anything lost on the road.,
96623,1,遗忘,forget,
96623,2,补遗。,addendum,
96624,1,遗迹,ruins; historical remains; traces; vestiges,
96624,2,遗憾,regret,
96624,3,不遗余力。,spare no efforts,
96625,1,遗容,looks of the deceased; portrait of the deceased,
96625,2,遗嘱,will; testament,
96625,3,遗著。,posthumous work of a deceased,
96626,1,遗矢,empty one's bowels; defecate,
96626,2,遗尿,enuresis; bed-wetting,
96626,3,遗精。,(seminal) emission,
96711,1,威信,prestige; reputation,
96711,2,威严,dignified; majestic,
96711,3,示威,demonstration,
96711,4,助威,cheer for; root for,
96711,5,狐假虎威。,the fox assuming the majesty of the tiger — borrowing power to do evil,
96712,1,威逼,coerce,
96712,2,威吓,intimidate,
96712,3,威胁。,threaten,
96811,1,沿途,along the way,
96811,2,沿街,along the street,
96811,3,沿着河边走。,walk along a river,
96812,1,沿袭,inherit; carry on; continue; follow,
96812,2,相沿成习。,become a custom through long usage; it has long been customary to ...,
96813,1,沿鞋口。,trim the top of a shoe,
96911,1,弹棉花,fluff cotton with a bow,
96911,2,弹羊毛。,tease wool,
96912,1,弹棉花,fluff cotton with a bow,
96912,2,弹羊毛。,tease wool,
96913,1,把帽子上的土弹去。,flick dust off a hat,
96914,1,弹钢琴,play the piano,
96914,2,弹琵琶。,pluck the pipa,
96915,1,弹簧。,spring,
96916,1,讥弹,laugh at sb.,
96916,2,弹劾。,impeach,
96922,1,中弹,be hit; be stricken; be shot,
96922,2,投弹,bomb; drop a bomb; throw a grenade,
96922,3,手榴弹,grenade; hand grenade,
96922,4,燃烧弹,incendiary; incendiary bomb; flaming projectile,
96922,5,信号弹,signal flare,
96922,6,原子弹,atomic bomb; A-bomb; atom bomb,
96922,7,氢弹,hydrogen bomb; H-bomb,
96922,8,导弹。,missile,
97011,1,私事,private affairs,
97011,2,私信,personal letter,
97011,3,私有财产。,private property,
97012,1,私心,selfish motives,
97012,2,大公无私。,selfless,
97013,1,窃窃私语。,whisper,
97014,1,私货,smuggled goods,
97014,2,私盐,contraband salt,
97014,3,私通。,have secret ties with,
97111,1,围攻,besiege and attack,
97111,2,攻城,attack a city,
97111,3,能攻能守,able to charge or hold ground,
97111,4,攻下敌人的桥头堡。,storm the enemy's bridgehead,
97112,1,群起而攻之,concerted condemnation,
97112,2,"攻其一点,不及其余。",attack sb. by focusing on a single fault without considering their other qualities,
97113,1,他是专攻地质学的。,He specializes in geology.,
97211,1,国宝,national treasure,
97211,2,献宝,present sth. valuable,
97211,3,粮食是宝中之宝。,Grain is the treasure of all treasures.,
97212,1,宝刀,treasured knife,
97212,2,宝剑,a double-edged sword,
97212,3,宝石。,precious stone; gem,
97213,1,宝眷,your (honourable) wife and children; your respected family,
97213,2,宝号。,your (honourable) firm; your (honourable) shop,
97214,1,宝眷,your (honourable) wife and children; your respected family,
97214,2,宝号。,your (honourable) firm; your (honourable) shop,
97311,1,从信封里抽出信纸,take a letter out of its envelope,
97311,2,抽不出身来。,too busy to extricate oneself,
97312,1,抽查,spot-check; make a random sampling of sth.,
97312,2,抽肥补瘦。,take from the fat to replenish the lean; take from those with too much and give to those with too little,
97313,1,抽芽,put forth buds,
97313,2,谷子抽穗。,The millet is earing. or The millet is in the ear.,
97314,1,抽烟,draw on a pipe; smoke a cigarette,
97314,2,抽水。,pump water,
97315,1,这件衣服刚洗一水就抽了不少。,The cloth shrank after its first wash.,
97316,1,抽陀螺,whip a top,
97316,2,"鞭子一抽,马就跑了起来。",The horse started galloping at a crack of the whip.,
97411,1,雪白,snow white,
97411,2,雪亮。,as bright as snow,
97412,1,雪白,snow white,
97412,2,雪亮。,as bright as snow,
97414,1,雪耻,avenge an insult; wipe out a disgrace or humiliation,
97414,2,雪恨,wreak vengeance; avenge,
97414,3,昭雪,rehabilitate; exonerate; be cleared of unfounded charges,
97414,4,洗雪。,wipe out (a disgrace or humiliation),
97511,1,祖孙。,grandparent and grandchild,
97512,1,曾孙,great-grandson,
97512,2,玄孙。,great-great-grandson; grandson of one's grandson,
97513,1,侄孙,brother's grandson; grandnephew,
97513,2,外孙。,daughter's son; grandson,
97514,1,稻孙,new rice shoots from an old stump,
97514,2,孙竹。,new shoots of bamboo from an old stem,
97611,1,包藏,conceal; harbour; withhold; hold in; dissemble,
97611,2,暗藏,hide; conceal,
97611,3,藏龙卧虎,hidden dragons and crouching tigers —people of talent remain in low profile,
97611,4,他藏起来了。,He has hidden himself.,
97612,1,收藏,collect,
97612,2,珍藏,treasure; cherish,
97612,3,冷藏,refrigerate; refrigeration; cold storage,
97612,4,藏书。,collection of books,
97621,1,宝藏。,hidden treasures; valuable deposits,
97622,1,道藏,Taoist scriptures,
97622,2,大藏经。,Tripitaka; complete collection of Buddhist scriptures,
97622,3,〈古arch.〉又同,also same as,
97623,1,藏香,joss stick produced in Tibet,
97623,2,川藏公路。,Sichuan-Tibet highway,
97624,1,藏历,Tibetan lunar calendar,
97624,2,藏医。,doctor in Tibetan medicine,
97711,1,病毒,virus,
97711,2,中毒,be poisoned,
97711,3,蝎子有毒。,The scorpion is a poisonous insect.,
97712,1,肃清流毒。,eradicate pernicious influences,
97713,1,吸毒,take drugs,
97713,2,贩毒。,traffic in drugs,
97714,1,毒蛇,venomous snake,
97714,2,毒药。,poison,
97715,1,买药毒老鼠。,buy poison to kill rats,
97716,1,毒打,beat relentlessly,
97716,2,毒计,vicious scheme,
97716,3,他的心肠真毒,How cruel he is!,
97716,4,"七月的天气,太阳正毒。",In July the sun is at its fiercest.,
97821,1,"他顿了一下,又接着往下说。","After a short pause, he carried on.",
97822,1,一横的两头都要顿一顿。,(of calligraphy) Reinforce both the beginning and the end of a horizontal stroke.,
97823,1,顿首,kowtow,
97823,2,顿足。,stamp one's feet,
97824,1,整顿,consolidate; straighten out,
97824,2,安顿。,settle in,
97825,1,顿然,suddenly,
97825,2,顿悟,"suddenly realize the truth, etc.; attain enlightenment",
97825,3,顿生邪念。,wicked thought (or idea) suddenly occurs to sb.,
97826,1,一天三顿饭,three meals a day,
97826,2,被他说了一顿。,be reproached by him,
97828,1,困顿,dog-tired; fatigued,
97828,2,劳顿。,fatigued; exhausted,
97911,1,末梢,tip; end,
97911,2,秋毫之末。,end of an animal's autumn hair — minute title,
97912,1,本末倒置,put trifles before essentials,
97912,2,舍本逐末。,attend to trifles to the neglect of essentials,
97913,1,春末,end of spring,
97913,2,末班车,last bus or train; last chance or turn,
97913,3,明末农民大起义。,peasant uprisings towards the end of the Ming Dynasty,
98011,1,把东西摆好,arrange things properly,
98011,2,河边一字ㄦ摆开十几条渔船,Along the river a dozen of fishing boats were aligned in a line.,
98011,3,书架上摆着各种工具书。,Various reference books are stacked on the bookshelf.,
98012,1,摆阔,parade one's wealth,
98012,2,摆威风。,put on airs,
98013,1,他向我直摆手。,He waved frenetically at me.,
98014,1,"摆事实,讲道理",present the facts and reason things out,
98014,2,大家都把意见摆出来。,Let us lay out our arguments.,
98015,1,"摆事实,讲道理",present the facts and reason things out,
98015,2,大家都把意见摆出来。,Let us lay out our arguments.,
98016,1,"摆事实,讲道理",present the facts and reason things out,
98016,2,大家都把意见摆出来。,Let us lay out our arguments.,
98017,1,衣摆,lower part of a jacket,
98017,2,下摆,lower hem,
98017,3,前摆,front hem,
98017,4,摆宽。,width of the bottom hem,
98112,1,趣事,amusing incident; interesting episode; funny thing,
98112,2,趣闻。,anecdote; funny news,
98113,1,异趣(志趣不同)。,of different tastes,
98113,2,〈古old〉又同,also same as,
98211,1,救命,save sb.'s life,
98211,2,挽救,rescue,
98211,3,营救,succour,
98211,4,搭救,rescue,
98211,5,抢救,salvage,
98211,6,一定要把他救出来。,We must rescue him.,
98212,1,救亡,save the nation from destruction,
98212,2,救荒,send relief to a famine area,
98212,3,救灾,provide disaster relief; help people tide over a natural disaster,
98212,4,救急。,help sb. to cope with an emergency,
98311,1,镇纸,paperweight,
98311,2,镇痛,ease pain,
98311,3,"他一说话,就把大家给镇住了。",His words calmed everyone down.,
98312,1,镇静,calm; composed; cool,
98312,2,镇定。,calm; unruffled,
98313,1,镇守,garrison; guard,
98313,2,坐镇。,assume personal command,
98314,1,军事重镇。,key military post,
98315,1,冰镇汽水,iced soda,
98315,2,把西瓜放在冷水里镇一镇。,put a watermelon in cold water for a while to chill it,
98316,1,冰镇汽水,iced soda,
98316,2,把西瓜放在冷水里镇一镇。,put a watermelon in cold water for a while to chill it,
98317,1,冰镇汽水,iced soda,
98317,2,把西瓜放在冷水里镇一镇。,put a watermelon in cold water for a while to chill it,
98319,1,十年镇相随。,For 10 years we were often together.,
98320,1,镇日。,all day long,
98411,1,一座楼,a building,
98411,2,大楼,tall building,
98411,3,教室楼,classroom building,
98411,4,高楼大厦。,high buildings and big mansions,
98412,1,一楼(平地的一层),(Br. En.) ground floor; (Am. En.) first floor,
98412,2,一口气爬上十楼。,climb to the 10th floor at a stretch,
98414,1,茶楼,tea house,
98414,2,酒楼,restaurant,
98414,3,银楼。,jeweller's shop,
98511,1,明智,wise; sensible; advisable,
98511,2,"智者千虑,必有一失。",Even the wise make mistakes sometimes. or No one is infallible.,
98512,1,足智多谋,resourceful; be full of resources,
98512,2,智勇双全,be both brave and resourceful,
98512,3,"吃一堑,长一智。","A fall into a pit, a gain in wit.",
98612,1,公园,park,
98612,2,动物园。,zoo,
98711,1,康宁,safe and sound,
98711,2,康乐,congenial peace,
98711,3,康强。,robust,
98712,1,康年(丰年),good year,
98712,2,小康。,well-off,
98811,1,永久,forever,
98811,2,永恒,eternal,
98811,3,永世。,forever,
98911,1,相遇,meet each other; run across each other,
98911,2,遇雨,be caught in a rain,
98911,3,遇险,meet with a mishap; be landed in danger,
98911,4,不期而遇。,chance encounter; meet by chance,
98912,1,待遇,treatment; remuneration; pay,
98912,2,优遇,give special treatment; treat well,
98912,3,冷遇。,be treated coldly,
98913,1,机遇,favourable circumstance; luck; opportunity,
98913,2,际遇。,good opportunity; favourable turn in life; spell of good fortune,
99011,1,雄性,male; masculine,
99011,2,雄鸡,cock,
99011,3,雄蕊。,stamen,
99012,1,雄伟,magnificent; majestic; imposing,
99012,2,雄心,ambition; ambitious,
99012,3,雄姿。,heroic posture; magnificent look; majestic appearance,
99013,1,雄兵,powerful army,
99013,2,雄辩。,eloquent; convincing,
99014,1,英雄,hero,
99014,2,战国七雄。,seven rivalling states of the Warring States Period (475-221 B.C.),
99111,1,替工,work as a temporary substitute,
99111,2,"他没来,你替他吧!",He is absent. You may take his place.,
99111,3,我替你洗衣服。,Let me wash your clothes.,
99112,1,大家替他高兴,Everybody is happy for him.,
99112,2,同学们替他送行。,His classmates went to see him off.,
99113,1,衰替,decline; wane,
99113,2,兴替。,rise and fall (of dynasties),
99211,1,危急,critical; imminent danger; desperate situation,
99211,2,危难,danger,
99211,3,转危为安,pass from danger to safety; tide over a crisis,
99211,4,居安思危。,be vigilant when in peace,
99212,1,危害,harm,
99212,2,危及生命。,life-threatening,
99213,1,临危,be dying; in danger,
99213,2,病危。,critically ill,
99214,1,危樯,tall masts,
99214,2,危楼百尺。,building over hundreds of feet high,
99215,1,正襟危坐。,straighten one's clothes and sit properly; sit in state,
99311,1,苦楚,misery,
99311,2,凄楚。,sad,
99312,1,清楚,transpicuous,
99312,2,齐楚。,tidy,
99411,1,侵害,invade; encroach on; make inroads on,
99411,2,入侵。,invade; make inroads into,
99412,1,侵晓,approaching daybreak,
99412,2,侵晨。,towards daybreak; at the approach of dawn,
99514,1,打枪,sit in an exam in place of another person,
99514,2,枪手。,substitute for another at an examination,
99611,1,湖里结冰了。,The water was frozen over.,
99612,1,"刚到中秋,河水已经有些冰腿了。","It is only mid-autumn, yet the river is already a little iced over.",
99613,1,把汽水冰上。,get the soda iced,
99614,1,冰片,borneol,
99614,2,冰糖。,crystal sugar; rock candy,
99711,1,健康,healthy; in good health,
99711,2,健全。,sound; perfect,
99712,1,健身,keep fit; make strong,
99712,2,健胃。,be good for the stomach; aid digestion,
99713,1,健谈,talkative,
99713,2,健忘。,forgetful; have a bad memory,
99811,1,广播,broadcast; on the air,
99811,2,播音。,broadcast; transmit; beam,
99812,1,条播,sow in drills,
99812,2,点播,dibble seed; dibble,
99812,3,夏播,summer sowing,
99812,4,播了两亩地的麦子。,sowed two mu of field with wheat,
99813,1,播迁。,migrate; move to another place,
99911,1,路途,road; path,
99911,2,旅途,trip; journey,
99911,3,长途,long distance,
99911,4,道听途说,rumour; hearsay; gossip,
99911,5,半途而废,give up halfway,
99911,6,途。,use; application; purpose,
100011,1,损益,decrease and increase,
100011,2,增损,increase and decrease,
100011,3,损兵折将。,suffer heavy casualties,
100012,1,损人利己,harm others for one's own benefit,
100012,2,有益无损。,"can only do good, not harm",
100013,1,破损,damaged; worn; torn,
100013,2,完好无损。,intact; undamaged,
100014,1,损人。,make caustic remarks,
100015,1,这人办事真损,This person is rather mean in his handling of affairs.,
100015,2,他说的话够损的。,He is overly sarcastic.,
100111,1,秀穗,put forth ears,
100111,2,"六月六,看谷(粟)秀。",The 6th day of the 6th lunar month sees millet putting forth ears.,
100112,1,秀丽,beautiful; handsome; pretty,
100112,2,眉清目秀,fine eyebrows and beautiful eyes,
100112,3,山清水秀,beautiful mountains and limpid waters,
100112,4,秀外慧中。,beautiful and intelligent,
100113,1,内秀,clever without showing it; one's inner wisdom,
100113,2,心秀。,be bright without appearing,
100114,1,优秀。,excellent,
100115,1,新秀,newly emerging talent,
100115,2,后起之秀。,young promising person,
100221,1,壮丽,magnificent; imposing; majestic,
100221,2,秀丽,beautiful; pretty; handsome,
100221,3,风和日丽。,gentle breeze and warm sunshine,
100222,1,附丽。,adhere to; submit to,
100311,1,深秋,late autumn,
100311,2,秋风,autumn wind,
100311,3,秋雨,autumn rain,
100311,4,秋高气爽。,clear and crisp autumn day; fine autumn day,
100312,1,麦秋,wheat harvest,
100312,2,大秋。,autumn harvest,
100313,1,千秋万岁,for thousands of years; for ever,
100313,2,"一日不见,如隔三秋。",One day's departure (from a dear one) is like three years.,
100314,1,多事之秋,eventful period of time; troubled times,
100314,2,危急存亡之秋。,critical time,
100411,1,执笔,have a pen in hand; do writing,
100411,2,手执红旗。,hold (or carry) a red banner,
100412,1,执政,be in office,
100412,2,执教。,teach; be a teacher,
100413,1,执意不肯,obstinately refuse,
100413,2,各执一词。,Each has his or her own view. or Each tells his or her own story.,
100414,1,执法。,enforce laws and decrees,
100415,1,战败被执。,be defeated and held captive,
100416,1,回执,note to acknowledge receiving sth.,
100416,2,收执。,receipt,
100417,1,父执。,good friend of one's father's,
100511,1,腰束皮带。,wear a belt round one's waist,
100512,1,一束鲜花,a bouquet of fresh flowers,
100512,2,一束稻草。,a sheaf of straw,
100513,1,光束,light beam,
100513,2,电子束。,electron beam,
100514,1,拘束,over-restrain,
100514,2,束手束脚。,be overcautious,
100611,1,出纳,cashier,
100611,2,闭门不纳。,shut sb. out; deny sb. admittance,
100612,1,纳降,accept an enemy's offer of surrender,
100612,2,采纳。,accept,
100613,1,纳凉。,enjoy the cool (of the shade or night),
100614,1,纳入正轨。,set sth. on the right track,
100615,1,纳税,pay tax,
100615,2,交纳公粮。,hand in grain to the state,
100617,1,纳鞋底子。,stitch the sole of a cloth shoe,
100711,1,考虑,consider; think over,
100711,2,深谋远虑,think deeply and plan carefully; be circumspect and farsighted; foresight,
100711,3,千虑一得。,Even a fool occasionally hits on a good idea.,
100712,1,忧虑,be anxious; be worried,
100712,2,疑虑,misgivings; doubt,
100712,3,顾虑,misgivings; apprehension; worry,
100712,4,过虑,be over-anxious; worry overmuch,
100712,5,不足为虑。,give no cause for anxiety,
100811,1,疑惑,doubt,
100811,2,疑心,suspicion,
100811,3,疑虑,misgivings,
100811,4,迟疑,hesitate,
100811,5,猜疑,distrust,
100811,6,半信半疑。,"half believing, half doubting",
100812,1,疑问,question; doubt,
100812,2,疑案,doubtful or disputed case; open question; mystery,
100812,3,疑义。,doubt; doubtful point,
100911,1,中午,noon,
100911,2,上午,morning,
100911,3,下午,afternoon,
100911,4,午饭,lunch,
100911,5,午睡。,afternoon nap,
100912,1,中午,noon,
100912,2,上午,morning,
100912,3,下午,afternoon,
100912,4,午饭,lunch,
100912,5,午睡。,afternoon nap,
101011,1,杂粮,food grains other than rice and wheat,
101011,2,口粮,grain ration,
101011,3,粮仓。,granary,
101012,1,钱粮,land tax; revenue,
101012,2,公粮,agricultural tax paid in the form of grains; grains delivered to the state,
101012,3,完粮。,pay the grain tax,
101112,1,架桥,build a bridge,
101112,2,架电线,put up wires,
101112,3,梯子架在树旁。,Put up the ladder against the tree.,
101113,1,拿枪架住砍过来的刀。,ward off a sword thrust with a spear,
101114,1,他爹被下山的土匪架走了。,His father was kidnapped by the bandits coming down from the mountain.,
101115,1,连搀带架,support and help,
101115,2,架着伤员慢慢走。,help a wounded soldier to walk slowly,
101116,1,打架,fight,
101116,2,吵架,quarrel,
101116,3,劝架。,try to stop people from fighting each other; mediate; try to reconcile quarrelling parties,
101117,1,一架机器,a machine,
101117,2,几架飞机,several planes,
101117,3,三架钢琴。,three pianos,
101211,1,盛饭,fill a bowl with rice,
101211,2,缸里盛满了水。,The crock is full of water.,
101212,1,"这间屋子小,盛不了这么多东西。",The room is too small for all this stuff.,
101221,1,全盛时期,flourishing period; heyday; time of great power and influence; period of full bloom,
101221,2,桃花盛开。,The peach trees are in full bloom.,
101222,1,年轻气盛,young and aggressive,
101222,2,火势很盛。,The fire is blazing or raging.,
101223,1,盛会,grand assembly; distinguished gathering or meeting,
101223,2,盛宴。,grand banquet; magnificent spread; sumptuous dinner,
101224,1,盛馔。,feast; sumptuous meal,
101225,1,盛情,great kindness; boundless generosity; kind hospitality,
101225,2,盛意。,great kindness; generosity; magnanimity,
101226,1,盛行,prevail; be very popular; be in vogue; be current or rife,
101226,2,盛传。,be circulated extensively; be widely known; be widely rumoured; spread far and wide; be on everyone's lips,
101227,1,盛赞,shower praises on sb.; extol; speak of sb. or sth. in glowing terms,
101227,2,盛夸。,highly praise; extol,
101311,1,太湖,Taihu Lake,
101311,2,洞庭湖。,Dongting Lake,
101312,1,湖笔,writing brushes produced in Huzhou,
101312,2,湖绉。,Huzhou crepe (textile),
101313,1,湖广。,"Hunan and Hubei as one province during the Ming Dynasty; Hunan, Hubei, Guangdong and Guangxi as one province during the Yuan Dynasty",
101411,1,崇尚,uphold; advocate; have high regard for,
101411,2,尚武。,encourage a war-like or martial spirit; warmongering,
101412,1,时尚。,fashion; vogue of the day,
101414,1,为时尚早,It is still too early. or The time is not yet ripe.,
101414,2,尚待研究。,pending further discussion,
101511,1,铁床,iron bed,
101511,2,单人床,single bed,
101511,3,一张床。,one bed,
101512,1,冰床,sledge,
101512,2,机床。,machine tool,
101513,1,苗床,seedbed,
101513,2,河床。,riverbed,
101514,1,两床被,two quilts,
101514,2,一床铺盖。,one set of bedding,
101611,1,股份。,share; stock,
101613,1,省份,province,
101613,2,年份。,year,
101712,1,套上一件毛衣。,slip on a pullover,
101713,1,套鞋,galoshes,
101713,2,套裤。,leggings,
101714,1,套种,interplanting,
101714,2,套色,colour process,
101714,3,套间。,inner room,
101715,1,河套,Hetao (Great Bend of the Yellow River),
101715,2,葫芦套。,Hulu Bend,
101717,1,牲口套,harness for a draught animal,
101717,2,大车套,cart harness,
101717,3,套绳。,lasso; noose,
101719,1,套车,harness an animal to a cart,
101719,2,套马。,lasso a horse,
101720,1,套外汇。,illegal purchase of foreign exchange,
101721,1,套公式,model after a formula,
101721,2,这是从现成文章上套下来的。,This was written in imitation of another article.,
101722,1,套公式,model after a formula,
101722,2,这是从现成文章上套下来的。,This was written in imitation of another article.,
101724,1,想法ㄦ套他的话。,trick sb. into telling the truth,
101725,1,套交情,solicit the goodwill of sb.,
101725,2,套近乎。,pay one's addresses to sb.,
101726,1,套装,suit,
101726,2,套曲,divertimento,
101726,3,成套设备。,complete sets of equipment,
101727,1,一套制度,a series of systems,
101727,2,一套家具,a set of furniture,
101727,3,一套课本。,a set of textbooks,
101811,1,狼毫笔,writing brush made of weasel hair,
101811,2,羊毫笔。,writing brush made of goat hair,
101812,1,挥毫。,flourish a writing brush in one's hand; write or draw a picture (with a brush),
101813,1,头毫,first loop,
101813,2,二毫。,second loop,
101814,1,毫不足怪,not at all surprising,
101814,2,毫无头绪。,no clue at all,
101815,1,毫米,millimetre (mm.),
101815,2,毫升,millilitre (ml.),
101815,3,毫克。,milligram (mg.),
101911,1,振奋,rouse oneself; feel inspired,
101911,2,兴奋,excited; in high spirits,
101911,3,勤奋。,diligent; industrious,
101912,1,奋臂高呼,cheer with uplifted arms,
101912,2,奋笔疾书。,take up a pen and write swiftly; wield one's (writing) brush energetically,
102011,1,飘扬,flutter; fly,
102011,2,趾高气扬,strut about and give oneself air; put on an extremely haughty and arrogant air,
102011,3,扬帆。,set sail,
102012,1,扬场,winnowing,
102012,2,把种子晒干扬净。,dry the seeds in the sun and get rid of the chaff by winnowing,
102013,1,表扬,commend; praise,
102013,2,颂扬,eulogize,
102013,3,赞扬,praise,
102013,4,扬言。,boast; threaten,
102014,1,其貌不扬。,look homely,
102211,1,混合,mix together,
102211,2,混为一谈。,confuse sth. with sth. else; lump or jumble together,
102212,1,混充,pass off as; palm off as,
102212,2,鱼目混珠。,pass off fish eyes as pearls,
102213,1,混日子,scrape by,
102213,2,混了半辈子。,muddle away half of one's life without achieving anything,
102214,1,混出主意。,make thoughtless suggestions,
102311,1,献花,present flowers; give a bouquet,
102311,2,献旗,present a banner,
102311,3,贡献,contribute,
102311,4,把青春献给祖国。,dedicate one's youthful years to the motherland,
102312,1,献技,display one's skill,
102312,2,献殷勤。,curry favour,
102411,1,选择,choose; select,
102411,2,择善而从,choose and embrace what is good,
102411,3,饥不择食,Hunger finds no fault with the cooking. or Beggars can't be choosers.,
102411,4,两者任择其一。,choose either of the two,
102512,1,皇庄,fields owned by royal families,
102512,2,庄田,"fields let out to tenant farmers by imperial families, etc.",
102512,3,庄园。,manor,
102513,1,钱庄,old-style Chinese private bank,
102513,2,布庄,shop for clothing materials,
102513,3,茶庄,tea shop,
102513,4,饭庄。,restaurant,
102514,1,做庄,be banker,
102514,2,是谁的庄?,Who's the banker?,
102516,1,庄严,solemn; stately,
102516,2,端庄,dignified; sedate,
102516,3,亦庄亦谐。,serio-comic; serious and comical at the same time,
102611,1,生殖,breed; reproduce,
102611,2,牲畜增殖计划。,plan to propagate livestock,
102711,1,小店ㄦ,small inn,
102711,2,住店。,stop at an inn,
102712,1,布店,cloth shop,
102712,2,百货店,department store,
102712,3,零售店。,retail shop; retail store,
102811,1,皇宫,imperial palace,
102811,2,三皇五帝。,Three Wise Kings and Five August Emperors (in ancient China),
102812,1,皇宫,imperial palace,
102812,2,三皇五帝。,Three Wise Kings and Five August Emperors (in ancient China),
102911,1,采购,"buy, purchase",
102911,2,统购统销,state monopoly for purchase and marketing,
102911,3,认购公债。,subscribe for treasury bonds,
103021,1,紧缩,contract,
103021,2,缩短,shorten,
103021,3,热胀冷缩,expand with heat and contract with cold,
103021,4,这布下水也不缩。,This cloth will not shrink even when soaked in water.,
103022,1,乌龟的头老缩在里面。,A tortoise always tucks its head in its shell.,
103023,1,退缩,shrink back; flinch,
103023,2,畏缩。,recoil in fear; shrink back,
103111,1,精盐,refined salt,
103111,2,井盐。,well salt,
103211,1,隆冬,midwinter,
103211,2,冬耕,winter ploughing,
103211,3,冬眠,hibernation,
103211,4,在北京住了两冬。,have passed two winters in Beijing,
103321,1,队伍排得很齐。,People were lined up in neat rows.,
103322,1,水涨得齐了岸,The water has surged to the brink of the banks.,
103322,2,向日葵都齐了房檐了。,The sunflowers have grown so tall that they are level with the eaves of houses.,
103323,1,齐名,be as well-known as,
103323,2,"人心齐,泰山移。","When people think with one mind, even Mount Taishan can be removed.",
103324,1,百花齐放,a hundred flowers blossoming,
103324,2,并驾齐驱,run neck and neck,
103324,3,男女老幼齐动手。,"Everybody pitched in, men and women, old and young.",
103325,1,东西预备齐了,All the things are ready.,
103325,2,人还没有来齐,Some of the people are yet to show up.,
103325,3,钱都凑齐了。,(We) have pooled the amount of money we need.,
103326,1,齐着根ㄦ剪断,cut the plants close to their roots,
103326,2,齐着边ㄦ画一道线。,draw a line close to the edge of sth.,
103327,1,锰镍铜齐。,"alloy of manganese, nickel and copper",
103327,2,〈古arch.〉又同斋戒的‘斋’(zhāi)。,also same as 斋 zhāi in the phrase 斋戒 zhāijiè,
103411,1,山径,mountain path,
103411,2,曲径。,winding path,
103412,1,捷径,shortcut,
103412,2,门径。,access; key; way,
103413,1,径行办理,deal with a matter straightaway,
103413,2,径自答复,reply without consulting anyone,
103413,3,"取道武汉,径回广州。",Go straight back to Guangzhou via Wuhan.,
103414,1,口径,bore; calibre,
103414,2,半径,radius,
103414,3,径尺(直径一尺)。,diameter of one chi,
103511,1,偏锋,by-stroke (technique in calligraphy),
103511,2,太阳偏西了。,The sun is to the west now.,
103512,1,偏重,lay particular stress on,
103512,2,偏爱,have partiality for sb. or sth.,
103512,3,"兼听则明,偏信则暗",Listening to both sides brings enlightenment. Or Heeding only one side brings benightedness.,
103512,4,偏于基础理论的研究。,pay special attention to the study of basic theories,
103513,1,偏将,assistant general,
103513,2,偏师。,auxiliary force,
103514,1,体温偏高,temperature on the high side,
103514,2,工资偏低。,relatively low salary,
103515,1,"我偏过了,您请吃吧。","I have eaten already. You go ahead, please.",
103516,1,不让我去我偏去,"I'm not allowed to go, but I'll go anyway.",
103516,2,"庄稼正需要雨水的时候,可天偏不下雨。","The crops are in dire need of a rainfall, but unfortunately there is no sign of it.",
103623,1,华盖(古代车上像伞的篷子)。,canopy (over an ancient carriage),
103624,1,遮盖,cover,
103624,2,盖盖ㄦ,put a lid on,
103624,3,盖被子,cover with a quilt,
103624,4,撒种后盖上一层土,cover the sown seeds with earth,
103624,5,盖也盖不住。,Scandals can-not be covered up.,
103625,1,盖钢印,affix an embossing seal,
103625,2,盖图章。,stamp,
103626,1,"他的嗓门很大,把别人的声音都盖下去了。",His voice was so loud that it drowned out everyone else's.,
103627,1,昨晚的戏演得真盖。,The performance last night was splendid.,
103628,1,翻盖楼房,rebuild a house,
103628,2,宿舍盖好了。,The dormitory has been completed.,
103631,1,此书之印行盖在1902年。,The book was probably printed in 1902.,
103632,1,"屈平之作《离骚》,盖自怨生也。",Qu Yuan composed Encountering Sorrow out of resentment at his unrecognized talents.,
103711,1,款留,cordially urge a guest to stay,
103711,2,款曲。,heartfelt feelings,
103712,1,款客。,entertain guests,
103713,1,第二条第一款。,"Article 2, clause 1",
103714,1,现款,cash,
103714,2,公款,public funds,
103714,3,存款,savings; deposit,
103714,4,汇款。,remittance,
103718,1,款门,knock at a door,
