definition_id,hanzi,pinyin,pos,definition_1,definition_2,better
2042512,款项,kuǎn xiàng,名词,(法令、规章、条约等)条文的项目。,法律条文的分项,2
502911,歆,xīn,动词,羡慕,羡慕,2
202311,歇,xiē,动词,休息,暂停活动，进行休息,2
202312,歇,xiē,动词,停止,中止或结束某种活动,2
202313,歇,xiē,动词,睡。,睡觉,2
202314,歇,xiē,名词,很短的一段时间;一会儿,很短的时间；片刻,2
238411,歉,qiàn,形容词,收成不好,农作物收成不佳,2
238412,歉,qiàn,形容词,对不住人的心情,因过失而感到不安的心情,2
78912,歌,gē,动词,唱,用声音表达音乐,2
857111,歌颂,gē sòng,动词,"用诗歌颂扬,泛指用言语文字等赞美",用诗歌或文字赞美,2
523811,歙,shè,名词,"歙县,在安徽。",安徽省的一个县,2
523821,歙,xī,动词,吸气。,吸入空气,2
66311,止,zhǐ,动词,停止,不再继续,2
66312,止,zhǐ,动词,拦阻;使停止,阻止进行,2
66313,止,zhǐ,动词,(到、至…)截止,到某个时间截止,2
66314,止,zhǐ,副词,仅;只,仅仅,2
13811,正,zhèng,形容词,垂直或符合标准方向(跟‘歪’相对as opposed to‘crooked’}),不歪斜,2
13812,正,zhèng,形容词,位置在中间(跟‘侧、偏’相对as opposed to‘by the side’}),位于中心,2
13813,正,zhèng,形容词,"用于时间,指正在那一点上或在那一段的正中",时间准确,2
13814,正,zhèng,形容词,正面(跟‘反’相对as opposed to‘reverse’}),与反面相对的一面,2
13815,正,zhèng,形容词,正直,为人正直,2
13816,正,zhèng,形容词,正当,合理合法,2
13817,正,zhèng,形容词,(色、味)纯正,颜色或味道纯正,2
13818,正,zhèng,形容词,合乎法度;端正,符合规范,2
13819,正,zhèng,形容词,"基本的;主要的(区别于‘副’as compared with‘secondary’, or ‘vice’})",主要的,2
13820,正,zhèng,形容词,图形的各个边的长度和各个角的大小都相等的,几何图形各边各角相等,2
13821,正,zhèng,形容词,大于零的(跟‘负’相对as opposed to‘negative’}),数学上大于零,2
13822,正,zhèng,形容词,指失去电子的(跟‘负’相对as opposed to‘negative’}),物理学上指失去电子,2
13823,正,zhèng,动词,使位置正;使不歪斜,调整位置使其端正,2
13824,正,zhèng,动词,使端正,使行为端正,2
13825,正,zhèng,动词,改正;纠正(错误),修正错误,2
13826,正,zhèng,副词,恰好,刚好,2
13827,正,zhèng,副词,表示动作的进行、状态的持续,表示动作的进行、状态的持续,2
13828,正,zhèng,名词,(Zhèng)姓。,姓氏,2
13829,正,zhēng,名词,正月,农历的第一个月,2
1019111,正义,zhèng yì,名词,公正的、有利于人民的道理,公正的道理,2
1019112,正义,zhèng yì,形容词,公正的、有利于人民的,公正的,2
1019113,正义,zhèng yì,名词,"(语言文字上)正当的或正确的意义。也用做书名,如《史记正义》。",正确的解释,2
580011,正在,zhèng zài,副词,表示动作在进行或状态在持续中,表示动作在进行或状态在持续中,2
663511,正好,zhèng hǎo,副词,"恰好(指时间、位置不前不后,体积不大不小,数量不多不少,程度不高不低等",时间、数量等恰到好处,2
663512,正好,zhèng hǎo,副词,恰巧遇到机会,偶然遇到机会,2
663411,正常,zhèng cháng,形容词,符合一般规律或情况,符合常规,2
663711,正式,zhèng shì,形容词,合乎一般公认的标准的;合乎一定手续的,符合标准程序,2
1018711,正当,zhèng dàng,形容词,合理合法的,合理合法,2
1018712,正当,zhèng dàng,形容词,(人品)端正。,人品端正,2
1018721,正当,zhèng dāng,动词,正处在(某个时期或阶段),正处于某个时期,2
1018511,正月,zhēng yuè,名词,农历一年的第一个月。,农历的第一个月,2
1019011,正气,zhèng qì,名词,光明正大的作风或风气,正直的风气,2
1019012,正气,zhèng qì,名词,刚正的气节,刚正的气节,2
1019013,正气,zhèng qì,名词,指人体的抗病能力。,人体的抗病能力,2
663611,正确,zhèng què,形容词,符合事实、道理或某种公认的标准,符合事实或标准,2
1018911,正经,zhèng jing,形容词,端庄正派,行为端庄,2
1018912,正经,zhèng jing,形容词,正当的,端正的；合乎规范的,2
1018913,正经,zhèng jing,形容词,正式的;合乎一定标准的,正式的；符合标准的,2
1018914,正经,zhèng jing,副词,确实;实在,确实；实在（方言）,2
1018921,正经,zhèng jīng,名词,指十三经,旧指十三经,2
1018811,正规,zhèng guī,形容词,符合正式规定的或一般公认的标准的,符合正式规定或公认标准的,2
2000230,正负,zhèng fù,名词,正数与负数,正数和负数,2
16211,此,cǐ,代词,表示近指的代词(跟‘彼’相对,近指代词（与“彼”相对）,2
16212,此,cǐ,代词,表示此时或此地,指此时或此地,2
16213,此,cǐ,代词,这样,这样,2
683211,此外,cǐ wài,连词,指除了上面所说的事物或情况之外的,除此之外,2
32111,步,bù,名词,行走时两脚之间的距离;脚步,行走时两脚间的距离,2
32112,步,bù,名词,阶段,阶段,2
32113,步,bù,名词,地步;境地,处境；境地,2
32114,步,bù,名词,"旧制长度单位,1步等于5尺。",旧制长度单位（1步=5尺）,2
32115,步,bù,动词,用脚走,行走,2
32116,步,bù,动词,踩;踏,踩踏,2
32117,步,bù,动词,用脚步等量地,用脚步丈量（方言）,2
32118,步,bù,名词,(Bù)姓。,姓氏,2
32119,步,bù,名词,"同‘埠’。多用于地名,如盐步、禄步、炭步(都在广东)。",同“埠”，多用于地名,2
811911,步伐,bù fá,名词,指队伍操练时脚步的大小快慢,队伍操练时的步调节奏,2
811912,步伐,bù fá,名词,行走的步子,行走的步子,2
674711,步骤,bù zhòu,名词,事情进行的程序,做事的程序,2
69311,武,wǔ,形容词,关于军事的（与文相对）,与军事相关的（与“文”相对）,2
69312,武,wǔ,名词,关于技击的,与格斗技术相关的,2
69313,武,wǔ,形容词,勇猛;猛烈,勇猛；强悍,2
69314,武,wǔ,名词,(Wǔ)姓。,姓氏,2
69315,武,wǔ,名词,"半步,泛指脚步",半步；泛指脚步,2
978311,武侠,wǔ xiá,名词,侠客,精通武艺的侠客,2
766411,武器,wǔ qì,名词,"直接用于杀伤敌人有生力量和破坏敌方作战设施的器械、装置,如刀、枪、火炮、导弹等。",用于杀伤敌人的器械,2
766412,武器,wǔ qì,名词,泛指进行斗争的工具,斗争的工具,2
766511,武术,wǔ shù,名词,"打拳和使用兵器的技术,是中国传统的体育项目。",中国传统格斗技术,2
978411,武装,wǔ zhuāng,名词,军事装备,军事装备,2
978412,武装,wǔ zhuāng,动词,用武器来装备,装备武器,2
978413,武装,wǔ zhuāng,名词,用武器装备起来的队伍;军队,用武器装备起来的队伍;军队,2
230611,歧,qí,名词,岔(道);大路分出的(路),岔路,2
230612,歧,qí,形容词,不相同;不一致,不相同;不一致,2
930211,歧视,qí shì,动词,不平等地看待,不平等对待,2
188811,歪,wāi,形容词,不正;斜;偏(跟‘正’相对as opposed to‘straight’}),不正；偏斜（与“正”相对）,2
188812,歪,wāi,形容词,不正当的;不正派的,不正当的,2
971611,歪曲,wāi qū,动词,故意改变(事实或内容),故意曲解,2
292411,歹,dǎi,形容词,坏(人、事,坏的（指人或事）,2
831011,歹徒,dǎi tú,名词,歹人;坏人。,坏人；罪犯,2
44411,死,sǐ,动词,(生物)失去生命(跟‘生、活’相对as opposed to‘live’ and ‘alive’}),生物失去生命,2
44412,死,sǐ,动词,不顾生命;拼死,拼死；不顾性命,2
44413,死,sǐ,副词,"至死,表示坚决",坚决地（用于否定动词前）,2
44414,死,sǐ,副词,表示达到极点,极度地,2
44415,死,sǐ,形容词,不可调和的,不可调和的,2
44416,死,sǐ,形容词,固定;死板;不活动,固定的；不灵活的,2
44417,死,sǐ,形容词,不能通过,不能通过的,2
959811,死亡,sǐ wáng,名词,失去生命(跟‘生存’相对as opposed to‘survival’}),生命终结,2
242111,歼,jiān,动词,歼灭,彻底消灭,1
540911,殁,mò,动词,死,死亡,2
2033211,殂,cú,动词,死亡。,死亡,1
387011,殃,yāng,名词,祸害,灾祸；不幸的事,2
387012,殃,yāng,动词,使受祸害,造成灾祸,1
363711,殆,dài,形容词,危险,危险的,1
363712,殆,dài,副词,几乎;差不多,几乎；差不多,2
495711,殇,shāng,动词,没有到成年就死去。,未成年而死亡,2
340811,殉,xùn,动词,殉葬。,为死者陪葬,2
340812,殉,xùn,动词,因为维护某种事物或追求某种理想而牺牲生命,为理想或事业牺牲生命,2
104511,殊,shū,形容词,不同;差异,不同的；有差异的,2
104512,殊,shū,形容词,特别;特殊,特别的；突出的,2
104513,殊,shū,副词,很;极,非常；极其,2
104514,殊,shū,动词,断;绝。,断绝,2
116711,残,cán,形容词,不完整;残缺,不完整的,2
116712,残,cán,形容词,剩余的;将尽的,剩余的,2
116713,残,cán,动词,伤害;毁坏,伤害；破坏,2
116714,残,cán,形容词,凶恶,凶恶的,2
813711,残忍,cán rěn,形容词,狠毒,凶狠无情的,2
813611,残留,cán liú,动词,部分地遗留下来,部分遗留,2
675711,残疾,cán jí,名词,肢体、器官或其功能方面的缺陷,身体或功能缺陷,2
813511,残酷,cán kù,形容词,凶狠冷酷,凶狠无情的,2
2060426,殍,piǎo,名词,饿死的人,饿死的人,1
531811,殒,yǔn,动词,死亡,死亡,1
439711,殓,liàn,动词,把死人装进棺材,将尸体装入棺材,2
102611,殖,zhí,动词,繁殖;孳生,繁殖；生长,2
1020811,殖民地,zhí mín dì,名词,"原指一个国家在国外侵占并大批移民居住的地区。在资本主义时期,指被资本主义国家剥夺了政治、经济的独立权力,并受它管辖的地区或国家。",被外国统治的地区,2
413911,殡,bìn,动词,停放灵柩;把灵柩送到埋葬或火化的地方去,处理遗体的仪式,2
344711,殴,ōu,动词,打(人),打人,2
922411,殴打,ōu dǎ,动词,打(人),打人,2
45811,段,duàn,量词,用于长条东西分成的若干部分,用于长条物的部分,2
45812,段,duàn,名词,段位,围棋等级,2
45813,段,duàn,名词,工矿企业中的一级行政单位,工矿行政单位,2
45814,段,duàn,名词,(Duàn)姓。,姓氏,2
241911,殷,yān,形容词,赤黑色。,黑红色,2
241921,殷,yǐn,拟声词,形容雷声,雷声,2
241931,殷,yīn,形容词,丰盛;丰富,丰富的,2
241932,殷,yīn,形容词,深厚,深厚的,2
241933,殷,yīn,形容词,殷勤,热情周到,2
241934,殷,yīn,名词,"朝代,公元前1300—公元前1046,是商代迁都于殷(今河南安阳市西北小屯村)后改用的称号。",商朝后期,2
241935,殷,yīn,名词,姓。,姓氏,2
221611,殿,diàn,名词,"高大的房屋,特指供奉神佛或帝王受朝理事的房屋",高大的房屋,2
221612,殿,diàn,动词,在最后,最后,2
158811,毁,huǐ,动词,破坏;糟蹋,破坏,2
158812,毁,huǐ,动词,烧掉,焚烧,2
158813,毁,huǐ,动词,毁谤;说别人坏话,诽谤,2
158814,毁,huǐ,动词,把成件的旧东西改成别的东西(多指衣服,改造旧物,2
874411,毁灭,huǐ miè,动词,摧毁消灭,彻底消灭,2
545111,毂,gǔ,名词,"车轮的中心部分,有圆孔,可以插轴。",车轮中心部件,2
163211,毅,yì,形容词,坚决,坚定的,2
1002111,毅力,yì lì,名词,坚强持久的意志,坚持不懈、持久不变的意志力,2
1002211,毅然,yì rán,副词,坚决地;毫不犹疑地,态度坚决，毫不犹豫,2
346511,毋,wú,副词,"表示禁止或劝阻,相当于‘不要’",表示禁止或劝阻，相当于“不要”,2
346512,毋,wú,名词,(Wú)姓。,姓氏,2
58311,母,mǔ,名词,母亲,子女对生育抚养自己的女性的称谓,2
58312,母,mǔ,名词,家族或亲戚中的长辈女子,家族或亲戚中辈分高的女性,2
58313,母,mǔ,名词,(禽兽)雌性的(跟‘公’相对as opposed to‘male’}),雌性动物（与“公”相对）,2
58315,母,mǔ,形容词,有产生出其他事物的能力或作用的,能产生其他事物的,2
58316,母,mǔ,名词,(Mǔ)姓。,姓氏,2
638711,母亲,mǔ qīn,名词,"有子女的女子,是子女的母亲",生育并抚养子女的女性,2
919211,母语,mǔ yǔ,名词,"一个人最初学会的一种语言,在一般情况下是本民族的标准语或某一种方言。",一个人最早学会的语言，通常是本民族的标准语或方言,2
919212,母语,mǔ yǔ,名词,"有些语言是从一个语言演变出来的,那个共同的来源,就是这些语言的母语。",作为其他语言共同来源的语言,2
33011,每,měi,代词,指全体中的任何一个或一组(偏重个体之间的共性),指全体中的任何一个（强调个体间的共性）,2
33012,每,měi,副词,表示反复的动作中的任何一次或一组,表示重复动作中的任何一次,2
33013,每,měi,副词,每每,常常,2
97711,毒,dú,名词,"进入有机体后能跟有机体起化学变化,破坏体内组织和生理机能的物质",能损害有机体组织和机能的有害物质,2
97712,毒,dú,名词,指对思想意识有害的事物,对思想意识有害的事物,2
97713,毒,dú,名词,毒品,使人成瘾的麻醉药品,2
97714,毒,dú,形容词,有毒的,含有有害物质的,2
97715,毒,dú,动词,用毒物害死,用有毒物质杀害,2
97716,毒,dú,形容词,毒辣;猛烈,凶狠残酷,2
840111,毒品,dú pǐn,名词,指作为嗜好品用的鸦片、吗啡、海洛因等。,使人成瘾的麻醉药品，如鸦片、海洛因等,2
412411,毓,yù,动词,生育;养育,生育抚养,2
412412,毓,yù,名词,(Yù)姓。,姓氏,2
17911,比,bǐ,动词,比较;较量,对照事物以辨别异同或优劣,2
17912,比,bǐ,动词,能够相比,能够相提并论,2
17913,比,bǐ,动词,比画,用手势示意,2
17914,比,bǐ,介词,对着;向着,朝向,2
17915,比,bǐ,动词,仿照,模仿,2
17916,比,bǐ,动词,比方;比喻,用相似事物说明另一事物,2
17917,比,bǐ,名词,"比较两个同类数量之间的倍数关系,叫做它们的比,其中一数是另一数的几倍或几分之几",两个数之间的倍数关系,2
17918,比,bǐ,名词,表示比赛双方得分的对比,比赛双方的得分对比,2
17919,比,bǐ,介词,用来比较性状和程度的差别,用于比较性状和程度差别,2
17920,比,bǐ,动词,紧靠;挨着,紧挨,2
17921,比,bǐ,动词,依附;勾结,勾结,2
17922,比,bǐ,副词,近来,最近,2
17923,比,bǐ,连词,等到,等到,2
671111,比例,bǐ lì,名词,"表示两个比相等的式子,如34=912。",表示两个比值相等的式子,2
804211,比喻,bǐ yù,名词,"修辞手法,用某些有类似点的事物来比拟想要说的某一事物,以便表达得更加生动鲜明;打比方。",用相似事物说明另一事物的修辞方法,2
671211,比如,bǐ rú,连词,举例时的发端语,举例说明时的开头语,2
804111,比方,bǐ fang,名词,用容易明白的甲事物来说明不容易明白的乙事物,用易懂事物说明难懂事物,2
804112,比方,bǐ fang,名词,指用甲事物来说明乙事物的行为,用甲事物说明乙事物的行为,2
804113,比方,bǐ fang,连词,比如,举例说明,2
804114,比方,bǐ fang,连词,表示‘假如’的意思(用于有话要说而故意吞吐其词时),假设（用于欲言又止时）,2
582511,比赛,bǐ sài,名词,"在体育、生产等活动中,比较本领、技术的高低",较量本领或技术高低的活动,2
582411,比较,bǐ jiào,动词,就两种或两种以上同类的事物辨别异同或高下,辨别事物异同或高下,2
582412,比较,bǐ jiào,介词,用来比较性状和程度的差别,用于比较性状和程度差别,2
582413,比较,bǐ jiào,副词,表示具有一定程度,表示一定程度,2
804311,比重,bǐ zhòng,名词,物质的重量和4℃时同体积纯水的重量的比值，叫做该物质的比重。,物质重量与同体积水的重量比值,2
804312,比重,bǐ zhòng,名词,一种事物在整体中所占的分量,事物在整体中的分量,2
109111,毕,bì,动词,完结;完成,结束；完成,2
109112,毕,bì,形容词,全;完全,全部；完全,2
109113,毕,bì,名词,二十八宿之一。,二十八宿之一,2
109114,毕,bì,名词,(Bì)姓。,姓氏,2
611711,毕业,bì yè,动词,"在学校或训练班学习期满,达到规定的要求,结束学习",完成学业，达到要求后结束学习,2
671711,毕竟,bì jìng,副词,表示追根究底所得的结论;究竟;终归;到底,终究；到底（表示最终结论）,2
514311,毖,bì,形容词,谨慎小心,谨慎；小心,2
379711,毗,pí,动词,毗连,连接；相邻,2
379712,毗,pí,动词,辅助。,辅助,2
298311,毙,bì,动词,死(用于人时多含贬义,死亡（用于人时多含贬义）,2
298312,毙,bì,动词,枪毙,枪决,2
298313,毙,bì,动词,仆倒,倒下,2
51111,毛,máo,名词,动植物的皮上所生的丝状物;鸟类的羽毛,动植物表皮生长的丝状物；鸟类羽毛,2
51112,毛,máo,名词,东西上长的霉,物体表面生长的霉菌,2
51113,毛,máo,形容词,粗糙;还没有加工的,粗糙的；未加工的,2
51114,毛,máo,形容词,不纯净的,不纯的,2
51115,毛,máo,形容词,小,小的,2
51116,毛,máo,动词,指货币贬值,货币贬值,2
51117,毛,máo,名词,(Máo)姓。,姓氏,2
51118,毛,máo,形容词,"做事粗心,不细致",粗心；不细致,2
51119,毛,máo,动词,惊慌,惊慌,2
51120,毛,máo,动词,发怒;发火,发怒（方言）,2
51121,毛,máo,名词,一圆的十分之一;角。,人民币单位，等于十分之一元,2
638111,毛巾,máo jīn,名词,"擦脸和擦身体用的针织品,织成后经纱拳曲,露在表面,质地松软而不光滑。",用于擦拭的针织品，质地松软,2
730211,毛病,máo bìng,名词,指器物发生的损伤或故障,器物损伤或故障,2
730212,毛病,máo bìng,名词,缺点;坏习惯,缺点；坏习惯,2
730213,毛病,máo bìng,名词,病,疾病（方言）,2
2013311,毛腰,máo yāo,动词,弯腰,弯腰（方言）,2
303411,毡,zhān,名词,毡子,毡子,2
101811,毫,háo,名词,细长而尖的毛,细长的毛发,2
101812,毫,háo,名词,指毛笔,毛笔,2
101813,毫,háo,名词,秤或戥子上用手提的绳,秤上的提绳,2
101814,毫,háo,副词,一点儿(只用于否定式,一点儿(只用于否定式),1
101815,毫,háo,名词,(某些计量单位的)千分之一,千分之一,2
101816,毫,háo,名词,计量单位名称。,计量单位,2
101817,毫,háo,名词,"货币单位,即角。",货币单位，等于角（方言）,2
2000158,毫无,háo wú,副词,完全没有,完全没有,2
2000157,毫米,háo mǐ,名词,千分之一米的单位,长度单位，千分之一米,2
271411,毯,tǎn,名词,毯子,毯子,2
2060536,毽子,jiàn zi,名词,用脚踢的玩具,用脚踢的玩具,2
446411,氅,chǎng,名词,外套,外套,2
121511,氏,shì,名词,姓(张氏是‘姓张的’),姓氏,2
121512,氏,shì,名词,"放在已婚妇女的姓后,通常在父姓前再加夫姓,作为称呼",已婚妇女的称呼（冠夫姓）,2
121513,氏,shì,名词,对名人专家的称呼,对专家名人的尊称,2
121514,氏,shì,名词,用在亲属关系字的后面称自己的亲属,用于亲属称谓后,2
8611,民,mín,名词,人民,人民,2
8612,民,mín,名词,指某种人,特定人群,2
8613,民,mín,形容词,民间的,民间的,2
8614,民,mín,形容词,非军人;非军事的,非军事的,2
732211,民主,mín zhǔ,名词,指人民有参与国事或对国事有自由发表意见的权利。,人民参与国事的权利,2
732212,民主,mín zhǔ,形容词,合于民主原则,符合民主原则的,2
638611,民族,mín zú,名词,指历史上形成的、处于不同社会发展阶段的各种人的共同体。,历史上形成的、处于不同社会发展阶段的人类共同体,2
638612,民族,mín zú,名词,特指具有共同语言、共同地域、共同经济生活以及表现于共同文化上的共同心理素质的人的共同体。,具有共同语言、地域、经济生活和文化心理特征的人类共同体,2
916811,民用,mín yòng,形容词,人民生活所使用的,供人民日常生活使用的,2
916711,民间,mín jiān,名词,人民中间,人民群众之间,2
916712,民间,mín jiān,形容词,非官方的,非政府性质的,2
293521,氓,méng,名词,称百姓(多指外来的,指外来百姓,2
14811,气,qì,名词,气体,物质存在的三种基本形态之一，没有固定形状和体积,2
14812,气,qì,名词,特指空气,地球大气层的气体混合物,2
14814,气,qì,名词,指自然界冷热阴晴等现象,指自然界冷热阴晴等现象,2
14816,气,qì,名词,人的精神状态,人的精神面貌,2
14817,气,qì,名词,气势,表现出来的力量和态势,2
14818,气,qì,名词,人的作风习气,人的行为作风,2
14819,气,qì,动词,生气;发怒,发怒的状态,2
14820,气,qì,动词,使人生气,激怒他人,2
14821,气,qì,动词,欺负;欺压,欺压他人,2
14822,气,qì,名词,指人体内能使各器官正常地发挥机能的原动力,中医指维持生命活动的原动力,2
14823,气,qì,名词,指某种病象,中医指特定病症表现,2
641711,气候,qì hòu,名词,一定地区里经过多年观察所得到的概括性的气象情况。它与气流、纬度、海拔高度、地形等有关。,长期气象特征的综合表现,2
641712,气候,qì hòu,名词,动向或情势,比喻发展趋势,2
641713,气候,qì hòu,名词,结果或成就,比喻取得的成果,2
931811,气功,qì gōng,名词,"中国特有的一种健身术。基本分两类,一类是静立、静坐或静卧,使精神集中,并且用特殊的方式进行呼吸,促进循环、消化等系统的机能。另一类是用柔和的运动操、按摩等方法,坚持经常锻炼,以增强体质。",中国传统健身方法，通过呼吸调节和身体锻炼来增强体质,2
932111,气势,qì shì,名词,(人或事物)表现出的某种力量和形势,表现出的力量态势,2
932411,气压,qì yā,名词,"气体的压强,通常指大气的压强。",大气对单位面积的压力,2
932211,气味,qì wèi,名词,鼻子可以闻到的味儿,通过嗅觉感知的物质特性,2
932212,气味,qì wèi,名词,性格和志趣(多含贬义,比喻人的性格志趣（多含贬义）,2
931711,气概,qì gài,名词,在对待重大问题上表现的态度、举动或气势(专指正直、豪迈的),面对重大问题表现出的豪迈态度,2
740111,气氛,qì fēn,名词,一定环境中给人某种强烈感觉的精神表现或景象,环境给人的整体感觉,2
932011,气色,qì sè,名词,人的精神和面色,面部呈现的健康状态,2
932311,气象,qì xiàng,名词,"大气的状态和现象,例如刮风、闪电、打雷、结霜、下雪等。",大气现象及其变化,2
932313,气象,qì xiàng,名词,情景;情况,特定场景呈现的状态,2
932314,气象,qì xiàng,名词,气派;气势,表现出的气势格局,2
2052211,气象学,qì xiàng xué,名词,研究天气现象和变化规律等的学科。,研究大气现象及其规律的学科,2
931911,气魄,qì pò,名词,魄力,做事的气度和胆识,2
420811,氖,nǎi,名词,"气体元素,符号Ne(neonum)。无色无臭无味,大气中含量极少,化学性质不活泼。放电时发出红色光,用来制霓虹灯等。",稀有气体元素，化学符号Ne，用于霓虹灯制造,2
449511,氘,dāo,名词,氢的同位素之一，符号D或H。原子核中有一个质子和一个中子，普通的氢中含有0.02%的氘。用于热核反应。,氢的同位素，原子核含一个质子和一个中子,2
494111,氙,xiān,名词,"气体元素,符号Xe(xenonum)。无色,无臭,无味,大气中含量极少,化学性质不活泼。具有极高的发光强度,用来填充光电管、闪光灯等。",稀有气体元素，化学符号Xe，用于闪光灯填充,2
477711,氚,chuān,名词,氢的同位素之一，符号T或H。原子核中有一个质子和两个中子。有放射性，用于热核反应。,放射性氢同位素，原子核含一个质子和两个中子,2
199911,氛,fēn,名词,气,气,2
316011,氟,fú,名词,"气体元素,符号F(fluorum)。淡黄绿色,剧毒,有强烈的腐蚀性和刺激性。化学性质非常活泼,与氢直接化合能发生爆炸,许多金属都能在氟气里燃烧。含氟的塑料和橡胶,性能特别良好。",化学元素，符号F，具有强腐蚀性,2
512411,氡,dōng,名词,"气体元素,符号Rn(radon)。无色,在大气中含量极少,有放射性,用来治疗恶性肿瘤。",放射性稀有气体元素，符号Rn,2
134811,氢,qīng,名词,"气体元素,符号H(hydrogenium)。无色无臭无味,是元素中最轻的。氢的同位素有氕、氘、氚三种。在工业上用途很广。",最轻的化学元素，符号H,2
485011,氤,yīn,形容词,[氤氲](yīnyūn)形容烟或云气浓郁,形容烟雾缭绕的样子,2
2060009,氤氲,yīn yūn,形容词,形容烟或云气弥漫,形容云雾弥漫的状态,2
329111,氦,hài,名词,"气体元素,符号He(helium)。无色无臭无味,在大气中含量极少,化学性质极不活泼。可用来填充灯泡和霓虹灯管,也用来制造泡沫塑料。液态的氦常用做冷却剂。",惰性气体元素，符号He，用于冷却剂,2
80911,氧,yǎng,名词,"气体元素,符号O(oxygenium)。无色无臭无味,能助燃,化学性质很活泼。氧在空气中约占1/5,是人和动植物呼吸所必需的气体,在工业上用途很广。",化学元素，符号O，支持燃烧和呼吸,2
996811,氧气,yǎng qì,名词,氧的通称。,氧元素的通称,2
200611,氨,ān,名词,"氮和氢的化合物,化学式NH?。无色气体,有刺激性臭味,易溶于水。用做致冷剂,也用来做硝酸和氮肥。",氮氢化合物NH?，用于制冷和化肥,2
434411,氩,yà,名词,"气体元素,符号Ar(argonium)。无色无臭无味,是大气中含量最多的稀有气体,化学性质很不活泼。放电时发出蓝色的光,在电弧焊接不锈钢、镁、铝等时用作保护气体,也用来填充灯管和灯泡。",惰性气体元素，符号Ar，用于焊接保护,2
513611,氪,kè,名词,"气体元素,符号Kr(kryptonum)。无色,无臭,无味,大气中含量极少,化学性质很不活泼。能吸收X射线,用作X射线的屏蔽材料等。",稀有气体元素，符号Kr，可吸收X射线,2
192011,氮,dàn,名词,"气体元素,符号N(nitrogenium)。无色,无臭,不能燃烧,也不能助燃,化学性质很不活泼。氮在空气中约占4/5,是植物营养的重要成分之一。用来制造氨、硝酸和氮肥,也用来填充灯泡。",化学元素，符号N，无色无味气体，化学性质稳定，占空气体积约4/5。用于制造氨、硝酸、氮肥及填充灯泡。,2
163811,氯,lǜ,名词,"气体元素,符号Cl(chlorum)。黄绿色,有毒,有强烈的刺激性臭味,容易液化。用来漂白、杀菌或制造漂白粉、染料、颜料、农药、塑料等。",化学元素，符号Cl，黄绿色有毒气体，有刺激性气味，易液化。用于漂白、消毒及制造漂白粉、染料等。,2
427511,氰,qíng,名词,"碳和氮的化合物,化学式(CN)?。无色气体,有刺激性臭味,剧毒,燃烧时发桃红色火焰。",碳氮化合物(CN)₂，无色剧毒气体，有刺激性气味，燃烧时呈桃红色火焰。,2
11211,水,shuǐ,名词,最简单的氢氧化合物，化学式H2O。无色、无味、无臭的液体，在标准大气压下，冰点0℃，沸点100℃，4℃时密度最大，比重为1。,氢氧化合物H₂O，无色无味液体，标准大气压下冰点0℃，沸点100℃，4℃时密度最大。,1
11212,水,shuǐ,名词,河流,河流的统称。,2
11213,水,shuǐ,名词,指江、河、湖、海、洋,指江、河、湖、海、洋,1
11215,水,shuǐ,名词,指附加的费用或额外的收入,额外的费用或收入。,2
11216,水,shuǐ,名词,指洗的次数,衣物洗涤的次数。,2
11217,水,shuǐ,名词,(Shuǐ)姓。,姓氏。,2
958711,水利,shuǐ lì,名词,利用水力资源和防止水的灾害。,水资源的开发利用及水害防治。,2
958712,水利,shuǐ lì,名词,水利工程的简称,水利工程的简称。,2
601211,水平,shuǐ píng,形容词,跟水平面平行的,与水平面平行的。,2
601212,水平,shuǐ píng,名词,在生产、生活、政治、思想、文化、艺术、技术、业务等方面所达到的高度,在各方面所达到的高度或标准。,2
561511,水果,shuǐ guǒ,名词,"可以吃的含水分较多的植物果实的统称,如梨、桃、苹果等。",多汁可食用的植物果实统称，如苹果、梨等。,2
958911,水泥,shuǐ ní,名词,"一种建筑材料,灰绿色或棕色粉末,用石灰石、黏土等加工制成。加水拌和,干燥后坚硬。有的地区叫水门汀。",灰绿色或棕色粉末状建筑材料，加水硬化后用于建造。,2
2023611,水螅,shuǐ xī,名词,"腔肠动物,身体圆筒形,褐色,口周围有触手,是捕食物的工具,体内有一个空腔。附着在池沼、水沟中的水草或枯叶上。大多雌雄同体,生殖方法有二通常进行无性生殖(由身体长出芽体);夏初和秋末进行有性生殖。",褐色圆筒形腔肠动物，触手捕食，多附着于水草，生殖方式包括无性和有性生殖。,2
958811,水龙头,shuǐ lóng tóu,名词,自来水管上的开关。,控制自来水流的开关装置。,2
98811,永,yǒng,形容词,永远;久远,长久；久远。,2
1004811,永恒,yǒng héng,形容词,永远不变,永久不变的状态。,2
659811,永远,yǒng yuǎn,副词,"表示时间长久,没有终止",时间长久且无终止。,2
543611,氽,tǔn,动词,漂浮,物体在水面漂浮。,2
543612,氽,tǔn,动词,用油炸,用热油快速炸制食物。,2
356711,汀,tīng,名词,水边平地,水边的平坦陆地。,2
2060221,汁,zhī,名词,含有某种物质的液体,含特定物质的液体。,2
27711,求,qiú,动词,请求,向他人提出请求。,2
27712,求,qiú,动词,要求,提出具体要求。,2
27713,求,qiú,动词,追求;探求;寻求,努力寻找或获得某物。,2
27714,求,qiú,名词,需求;需要,需要或要求的事物。,2
