rank,hanzi,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
1182,倍,bèi,,,副,○ 〈口〉读儿化音，用在某些形容词前面，表示程度深，相当于“非常” “特别”,倍 儿 脆
1183,洪,hóng,,,名,因大雨或融雪而引起暴涨的水流,洪 水
1183,洪,hóng,,,名,因大雨或融雪而引起暴涨的水流,山 洪 暴发
1183,洪,hóng,,,名,因大雨或融雪而引起暴涨的水流,抗 洪
1183,洪,hóng,,,形,大,洪 福
1183,洪,hóng,,,形,大,洪 炉
1183,洪,hóng,,,形,大,声如 洪 钟
1183,洪,hóng,,,名,○ 姓,
1184,弃,qì,,,动,丢弃；扔掉,弃 暗投明
1184,弃,qì,,,动,丢弃；扔掉,弃 权
1184,弃,qì,,,动,丢弃；扔掉,舍 弃
1184,弃,qì,,,动,丢弃；扔掉,抛 弃
1184,弃,qì,,,动,丢弃；扔掉,遗 弃
1184,弃,qì,,,名,○ 姓,
1185,违,wéi,,,动,离别；离开,久 违
1185,违,wéi,,,动,背离；不遵从,阳奉阴 违
1185,违,wéi,,,动,背离；不遵从,违 约
1186,召,shào,,,名,周朝诸侯国名，在今陕西凤翔一带,
1186,召,shào,,,名,○ 姓,
1186,召,zhào,,,动,呼唤；叫人来,号 召
1186,召,zhào,,,动,呼唤；叫人来,召 唤
1186,召,zhào,,,动,呼唤；叫人来,召 集
1186,召,zhào,,,动,呼唤；叫人来,召 开会议
1186,召,zhào,,,名,蒙古语音译 寺庙，多用于地名,乌审 召
1186,召,zhào,,,名,蒙古语音译 寺庙，多用于地名,罗布 召 （均在内蒙古） 。
1188,茶,chá,,,名,茶树，常绿灌木，叶子椭圆形，开白花。嫩叶加工后叫茶叶或茶，可以冲泡饮用,
1188,茶,chá,,,名,用茶叶冲泡的饮料,喝 茶
1188,茶,chá,,,名,用茶叶冲泡的饮料,浓 茶
1188,茶,chá,,,名,⇒ 某些糊状食品的名称,面 茶
1188,茶,chá,,,名,⇒ 某些糊状食品的名称,杏仁 茶
1188,茶,chá,,,名,⇒ 某些糊状食品的名称,果 茶
1188,茶,chá,,,形,⇒ 形容颜色像浓茶一样,茶 色
1188,茶,chá,,,形,⇒ 形容颜色像浓茶一样,茶 晶
1188,茶,chá,,,形,⇒ 形容颜色像浓茶一样,茶 镜
1188,茶,chá,,,名,指油茶树,茶 油
1188,茶,chá,,,名,指山茶树,茶 花
1188,茶,chá,,,名,○ 姓,
1189,默,mò,,,动,不说话；不明白表示出来,沉 默
1189,默,mò,,,动,不说话；不明白表示出来,默 读
1189,默,mò,,,动,不说话；不明白表示出来,默 许
1189,默,mò,,,动,默写,默 生字
1190,谋,móu,,,动,想主意；策划,谋 划
1190,谋,móu,,,动,想主意；策划,谋 士
1190,谋,móu,,,动,想主意；策划,预 谋
1190,谋,móu,,,动,想主意；策划,合 谋
1190,谋,móu,,,名,主意；计策,足智多 谋
1190,谋,móu,,,名,主意；计策,谋 略
1190,谋,móu,,,名,主意；计策,智 谋
1190,谋,móu,,,名,主意；计策,阴 谋
1190,谋,móu,,,动,设法找到或取得,为人民 谋 幸福
1190,谋,móu,,,动,设法找到或取得,另 谋 出路
1190,谋,móu,,,动,设法找到或取得,谋 生
1190,谋,móu,,,动,商量,不 谋 而合
1191,软,ruǎn,,,形,物体结构疏松，受到外力以后易变形（跟“硬”相对）,面和（huó） 软 了
1191,软,ruǎn,,,形,物体结构疏松，受到外力以后易变形（跟“硬”相对）,保险丝比铁丝 软
1191,软,ruǎn,,,形,物体结构疏松，受到外力以后易变形（跟“硬”相对）,软 糖
1191,软,ruǎn,,,形,物体结构疏松，受到外力以后易变形（跟“硬”相对）,软 席
1191,软,ruǎn,,,形,物体结构疏松，受到外力以后易变形（跟“硬”相对）,松 软
1191,软,ruǎn,,,形,柔和；温和,软 风
1191,软,ruǎn,,,形,柔和；温和,软 语
1191,软,ruǎn,,,形,身体无力,两腿发 软
1191,软,ruǎn,,,形,身体无力,瘫 软
1191,软,ruǎn,,,形,身体无力,酥 软
1191,软,ruǎn,,,形,⇒ 不坚决；易动摇,耳根子 软
1191,软,ruǎn,,,形,⇒ 不坚决；易动摇,心 软
1191,软,ruǎn,,,形,⇒ 态度不强硬,软 磨硬泡
1191,软,ruǎn,,,形,⇒ 态度不强硬,硬的不行，他就来 软 的 。
1191,软,ruǎn,,,形,质量差；力量弱,货色 软
1191,软,ruǎn,,,形,质量差；力量弱,笔头 软
1192,零,líng,,,动,（雨、露、眼泪等）落下,感激涕 零
1192,零,líng,,,动,（草木的花叶）枯萎下落,零 落
1192,零,líng,,,动,（草木的花叶）枯萎下落,飘 零
1192,零,líng,,,动,（草木的花叶）枯萎下落,凋 零
1192,零,líng,,,形,分散的；细碎的（跟“整”相对）,化整为 零
1192,零,líng,,,形,分散的；细碎的（跟“整”相对）,零 件
1192,零,líng,,,形,分散的；细碎的（跟“整”相对）,零 卖
1192,零,líng,,,名,不够一定单位的零碎数量；整数以外的尾数 ③ 数 用于表示质量、长度、时间、年岁等的两位数中间，表示单位较高的量下附有单位较低的量,五斤 零 六两
1192,零,líng,,,名,不够一定单位的零碎数量；整数以外的尾数 ③ 数 用于表示质量、长度、时间、年岁等的两位数中间，表示单位较高的量下附有单位较低的量,三点 零 一刻
1192,零,líng,,,名,不够一定单位的零碎数量；整数以外的尾数 ③ 数 用于表示质量、长度、时间、年岁等的两位数中间，表示单位较高的量下附有单位较低的量,一岁 零 五个月
1192,零,líng,,,名,不够一定单位的零碎数量；整数以外的尾数 ③ 数 用于表示质量、长度、时间、年岁等的两位数中间，表示单位较高的量下附有单位较低的量,一丈 零 二尺
1192,零,líng,,,名,不够一定单位的零碎数量；整数以外的尾数 ③ 数 用于表示质量、长度、时间、年岁等的两位数中间，表示单位较高的量下附有单位较低的量,一年 零 十天
1192,零,líng,,,名,不够一定单位的零碎数量；整数以外的尾数 表示小于任何正数、大于任何负数的数；表示没有数量,三减三等于 零
1192,零,líng,,,名,不够一定单位的零碎数量；整数以外的尾数 表示小于任何正数、大于任何负数的数；表示没有数量,我的医学知识几乎等于 零
1192,零,líng,,,名,不够一定单位的零碎数量；整数以外的尾数 表示小于任何正数、大于任何负数的数；表示没有数量,零 利率
1192,零,líng,,,名,不够一定单位的零碎数量；整数以外的尾数 表示小于任何正数、大于任何负数的数；表示没有数量,零 口供
1192,零,líng,,,名,不够一定单位的零碎数量；整数以外的尾数 在大写汉字数字中表示数的空位,叁仟柒佰 零 伍圆整 。
1192,零,líng,,,名,不够一定单位的零碎数量；整数以外的尾数 某些量度的计算起点,零 下五度
1192,零,líng,,,名,不够一定单位的零碎数量；整数以外的尾数 某些量度的计算起点,零 点二十分
1193,岸,àn,,,名,江、河、湖、海边沿高出水面的陆地,两 岸 果树成行
1193,岸,àn,,,名,江、河、湖、海边沿高出水面的陆地,海 岸 线
1193,岸,àn,,,名,江、河、湖、海边沿高出水面的陆地,沿 岸
1193,岸,àn,,,形,〈文〉高大,伟 岸
1193,岸,àn,,,形,〈文〉高傲,傲 岸
1194,障,zhàng,,,动,阻隔；遮蔽,一叶 障 目
1194,障,zhàng,,,动,阻隔；遮蔽,障 碍
1194,障,zhàng,,,名,用来阻隔、遮蔽的东西,路 障
1194,障,zhàng,,,名,用来阻隔、遮蔽的东西,风 障
1194,障,zhàng,,,名,用来阻隔、遮蔽的东西,屏 障
1195,蓝,lán,,,名,蓼蓝,
1195,蓝,lán,,,名,泛指某些可做蓝色染料的植物或某些叶子是蓝绿色的植物,木 蓝
1195,蓝,lán,,,名,泛指某些可做蓝色染料的植物或某些叶子是蓝绿色的植物,马 蓝
1195,蓝,lán,,,名,泛指某些可做蓝色染料的植物或某些叶子是蓝绿色的植物,甘 蓝
1195,蓝,lán,,,名,泛指某些可做蓝色染料的植物或某些叶子是蓝绿色的植物,芥 蓝
1195,蓝,lán,,,形,形容颜色像晴天的天空那样,蓝 衣服
1195,蓝,lán,,,形,形容颜色像晴天的天空那样,湛 蓝
1195,蓝,lán,,,形,形容颜色像晴天的天空那样,天 蓝
1195,蓝,lán,,,形,形容颜色像晴天的天空那样,毛 蓝
1195,蓝,lán,,,名,○ 姓,
1196,潮,cháo,,,名,月亮和太阳引力造成的海洋水面定时涨落的现象,观 潮
1196,潮,cháo,,,名,月亮和太阳引力造成的海洋水面定时涨落的现象,涨 潮
1196,潮,cháo,,,名,指广东潮州,潮 剧
1196,潮,cháo,,,名,指广东潮州,潮 菜
1196,潮,cháo,,,名,比喻像潮水那样有涨有退、有起有伏的事物,寒 潮
1196,潮,cháo,,,名,比喻像潮水那样有涨有退、有起有伏的事物,心 潮
1196,潮,cháo,,,形,○ 潮湿,地面太 潮
1196,潮,cháo,,,形,〈口〉 成色或技术低劣,潮 银
1196,潮,cháo,,,形,〈口〉 成色或技术低劣,手艺太 潮
1197,尊,zūn,,,名,古代盛酒的礼器；泛指盛酒的器皿。这个意义也写作“樽”,
1197,尊,zūn,,,形,地位或辈分高；高贵,尊 卑
1197,尊,zūn,,,形,地位或辈分高；高贵,尊 贵
1197,尊,zūn,,,形,地位或辈分高；高贵,尊 长
1197,尊,zūn,,,形,地位或辈分高；高贵,养 尊 处优
1197,尊,zūn,,,动,⇒ 敬重；崇敬,尊 师重教
1197,尊,zūn,,,动,⇒ 敬重；崇敬,尊 老爱幼
1197,尊,zūn,,,动,⇒ 敬重；崇敬,尊 敬
1197,尊,zūn,,,形,⇒ 敬词，用于称跟对方有关的人或事物 ⑤ ○ 量 用于神佛塑像,一 尊 佛像
1197,尊,zūn,,,形,⇒ 敬词，用于称跟对方有关的人或事物 ⑤ ○ 量 用于神佛塑像,五百 尊 罗汉
1197,尊,zūn,,,形,⇒ 敬词，用于称跟对方有关的人或事物 用于大炮,一 尊 高射炮
1198,爆,bào,,,动,猛然迸裂,车胎 爆 了
1198,爆,bào,,,动,猛然迸裂,引 爆
1198,爆,bào,,,动,猛然迸裂,火山 爆 发
1198,爆,bào,,,动,烹调方法，把食物放到滚油里快煎，或在滚水中略煮随即取出，吃时再加佐料,爆 鱿鱼卷
1198,爆,bào,,,动,烹调方法，把食物放到滚油里快煎，或在滚水中略煮随即取出，吃时再加佐料,爆 肚（dǔ） 儿
1198,爆,bào,,,动,出人意料地出现或发生,爆 冷门
1198,爆,bào,,,动,出人意料地出现或发生,爆 满
1199,繁,fán,,,形,多；多种的,繁 多
1199,繁,fán,,,形,多；多种的,纷 繁
1199,繁,fán,,,形,多；多种的,频 繁
1199,繁,fán,,,形,茂盛；兴旺,枝 繁 叶茂
1199,繁,fán,,,形,茂盛；兴旺,繁 华
1199,繁,fán,,,形,茂盛；兴旺,繁 荣
1199,繁,fán,,,动,繁殖；逐渐增多,繁 育
1199,繁,fán,,,动,繁殖；逐渐增多,繁 衍
1199,繁,fán,,,形,复杂（跟“简”相对）,删 繁 就简
1199,繁,fán,,,形,复杂（跟“简”相对）,繁 难
1199,繁,fán,,,形,复杂（跟“简”相对）,繁 体字
1199,繁,pó,,,名,姓,
1200,圆,yuán,,,名,从中心点到周边任何一点的距离完全相等的图形,画一个 圆
1200,圆,yuán,,,名,从中心点到周边任何一点的距离完全相等的图形,半 圆
1200,圆,yuán,,,形,圆形的,圆 桌
1200,圆,yuán,,,形,圆形的,圆 圆 的脸盘 儿
1200,圆,yuán,,,形,完备；周全,把话说 圆 了
1200,圆,yuán,,,形,完备；周全,圆 满
1200,圆,yuán,,,形,完备；周全,圆 滑
1200,圆,yuán,,,动,使完备；使周全,自 圆 其说
1200,圆,yuán,,,动,使完备；使周全,圆 场
1200,圆,yuán,,,动,使完备；使周全,圆 梦
1200,圆,yuán,,,形,形状像球的,球瘪了，不 圆 了
1200,圆,yuán,,,形,形状像球的,圆 滚滚
1200,圆,yuán,,,形,形状像球的,滴溜 圆
1200,圆,yuán,,,形,（歌声）婉转,字正腔 圆
1200,圆,yuán,,,形,（歌声）婉转,歌喉 圆 润
1200,圆,yuán,,,名,见“元3”①② 现在一般写作“元”,
1200,圆,yuán,,,,量我国的本位货币单位，人民币1圆等于10角，等于100分,1 圆 人民币
1200,圆,yuán,,,,量我国的本位货币单位，人民币1圆等于10角，等于100分,3 圆 5角6分
1200,圆,yuán,,,名,○ 姓,
1201,络,luò,,,名,像网一样的东西,丝瓜 络
1201,络,luò,,,名,像网一样的东西,橘 络
1201,络,luò,,,名,像网一样的东西,络 腮胡子
1201,络,luò,,,名,像网一样的东西,网 络
1201,络,luò,,,名,络脉,经 络
1201,络,luò,,,名,络脉,脉 络
1201,络,luò,,,动,（用网状物）兜住或罩住,
1201,络,luò,,,动,○ 缠绕,络 丝
1201,络,luò,,,动,○ 缠绕,络 纱
1202,戴,dài,,,动,头顶着；把东西套在头上或身体其他部位,披星 戴 月
1202,戴,dài,,,动,头顶着；把东西套在头上或身体其他部位,戴 帽子
1202,戴,dài,,,动,头顶着；把东西套在头上或身体其他部位,戴 手套
1202,戴,dài,,,动,佩戴,臂 戴 黑纱
1202,戴,dài,,,动,佩戴,戴 眼镜
1202,戴,dài,,,动,佩戴,戴 红领巾
1202,戴,dài,,,动,尊奉；推崇,感恩 戴 德
1202,戴,dài,,,动,尊奉；推崇,爱 戴
1202,戴,dài,,,动,尊奉；推崇,拥 戴
1202,戴,dài,,,名,○ 姓,
1203,庄,zhuāng,,,形,严肃；不轻浮,庄 严
1203,庄,zhuāng,,,形,严肃；不轻浮,端 庄
1203,庄,zhuāng,,,名,○ 姓,
1203,庄,zhuāng,,,名,村落；田舍,村 庄
1203,庄,zhuāng,,,名,村落；田舍,庄 户
1203,庄,zhuāng,,,名,封建时代皇室、贵族、地主等占有的大片土地,皇 庄
1203,庄,zhuāng,,,名,封建时代皇室、贵族、地主等占有的大片土地,避暑山 庄
1203,庄,zhuāng,,,名,旧称规模较大的商号,钱 庄
1203,庄,zhuāng,,,名,旧称规模较大的商号,布 庄
1203,庄,zhuāng,,,名,旧称规模较大的商号,饭 庄
1203,庄,zhuāng,,,名,庄家,这一局是谁的 庄 ?
1203,庄,zhuāng,,,名,庄家,大家轮流坐 庄
1204,朱,zhū,,,形,大红,朱 门
1204,朱,zhū,,,形,大红,朱 笔
1204,朱,zhū,,,名,朱砂,近 朱 者赤
1204,朱,zhū,,,名,○ 姓,
1205,澳,ào,,,名,可以停船的海湾（多用于地名）,三都 澳
1205,澳,ào,,,名,可以停船的海湾（多用于地名）,牛 澳 （均在福建） 。
1205,澳,ào,,,名,特指澳门,港 澳 地区
1205,澳,ào,,,名,○ 姓,
1206,伍,wǔ,,,名,古代军队的最小编制单位，五人为伍；现在泛指军队,
1206,伍,wǔ,,,名,同伙,不与坏人为 伍
1206,伍,wǔ,,,数,数字“五”的大写,
1206,伍,wǔ,,,名,○ 姓,
1207,替,tì,,,形,〈文〉 衰落；废,衰 替
1207,替,tì,,,形,〈文〉 衰落；废,兴 替
1207,替,tì,,,动,代替,你休息吧，我 替 你
1207,替,tì,,,动,代替,接 替
1207,替,tì,,,介,引进行为的对象或动作的受益者，相当于“为”,大家都 替 他捏一把汗
1207,替,tì,,,介,引进行为的对象或动作的受益者，相当于“为”,请你 替 我画一张像 。
1208,避,bì,,,动,躲开,避 一 避 锋芒
1208,避,bì,,,动,躲开,不 避 艰险
1208,避,bì,,,动,躲开,避 雨
1208,避,bì,,,动,躲开,避 光
1208,避,bì,,,动,躲开,躲 避
1208,避,bì,,,动,防止,避 孕
1208,避,bì,,,动,防止,避 雷器
1208,避,bì,,,动,防止,避 免
1209,硬,yìng,,,形,物体质地坚固，受外力后不易变形（跟“软”相对）,花岗石很 硬
1209,硬,yìng,,,形,物体质地坚固，受外力后不易变形（跟“软”相对）,硬 壳
1209,硬,yìng,,,形,物体质地坚固，受外力后不易变形（跟“软”相对）,坚 硬
1209,硬,yìng,,,形,（意志、态度等）坚定不移，坚强有力,硬 汉子
1209,硬,yìng,,,形,（意志、态度等）坚定不移，坚强有力,嘴 硬
1209,硬,yìng,,,形,（意志、态度等）坚定不移，坚强有力,口气挺 硬
1209,硬,yìng,,,形,（意志、态度等）坚定不移，坚强有力,强 硬
1209,硬,yìng,,,副,表示不顾条件强做某事,不给他，他 硬 向我要
1209,硬,yìng,,,副,表示不顾条件强做某事,写不出就别 硬 写
1209,硬,yìng,,,副,表示不顾条件强做某事,生拉 硬 拽
1209,硬,yìng,,,副,表示不顾条件强做某事,硬 干（gàn）
1209,硬,yìng,,,形,能力强；质量好,功夫 硬
1209,硬,yìng,,,形,能力强；质量好,货色 硬
1209,硬,yìng,,,形,能力强；质量好,过 硬
1209,硬,yìng,,,形,不灵活,舌头 硬 ，发音不准
1209,硬,yìng,,,形,不灵活,僵 硬
1209,硬,yìng,,,形,不可改变的,硬 指标
1209,硬,yìng,,,形,不可改变的,硬 性规定
1210,订,dìng,,,动,〈文〉评议；评定,订 千古是非
1210,订,dìng,,,动,改正（书面材料中的错误）,订 正
1210,订,dìng,,,动,改正（书面材料中的错误）,考 订
1210,订,dìng,,,动,改正（书面材料中的错误）,增 订
1210,订,dìng,,,动,研讨或协商后（把计划、章程、合同等）确定下来,订 计划
1210,订,dìng,,,动,研讨或协商后（把计划、章程、合同等）确定下来,制 订
1210,订,dìng,,,动,研讨或协商后（把计划、章程、合同等）确定下来,签 订
1210,订,dìng,,,动,经商讨或按一定程序约定,订 购
1210,订,dìng,,,动,经商讨或按一定程序约定,订 货
1210,订,dìng,,,动,经商讨或按一定程序约定,订 婚
1210,订,dìng,,,动,○ 用线或铁丝等把零散书页或纸张装订成册,订 一个本 儿
1210,订,dìng,,,动,○ 用线或铁丝等把零散书页或纸张装订成册,装 订
1210,订,dìng,,,动,○ 用线或铁丝等把零散书页或纸张装订成册,订 书机
1211,毫,háo,,,名,动物身上细而尖的毛,狼 毫
1211,毫,háo,,,名,动物身上细而尖的毛,羊 毫 笔
1211,毫,háo,,,名,动物身上细而尖的毛,明察秋 毫
1211,毫,háo,,,名,毛笔 ③ → 量 市毫，长度非法定计量单位,
1211,毫,háo,,,名,毛笔 市毫，质量非法定计量单位,
1211,毫,háo,,,,数用在某一计量单位前面，表示该单位的千分之一,毫 米
1211,毫,háo,,,,数用在某一计量单位前面，表示该单位的千分之一,毫 克
1211,毫,háo,,,,数用在某一计量单位前面，表示该单位的千分之一,毫 升
1211,毫,háo,,,副,表示极少；一点 儿 （只用于否定） 毫 不费力 ○ 秤或戥子上的提绳 头 毫 | 二 毫,
1212,钢,gāng,,,名,铁和碳的合金。含碳量在0.15%—1.7%之间，比生铁坚韧，比熟铁质硬，是工业上重要的材料,
1212,钢,gàng,,,形,〈文〉坚硬,
1212,钢,gàng,,,动,为钝刀等回火加钢，使锋利,刀钝了，该 钢 了
1213,尤,yóu,,,形,〈文〉特殊的；突出的,尤 物
1213,尤,yóu,,,形,〈文〉特殊的；突出的,无耻之 尤
1213,尤,yóu,,,名,过失；过错,效 尤
1213,尤,yóu,,,动,归罪于；责怪,怨天 尤 人
1213,尤,yóu,,,副,格外；更加,尤 喜书画
1213,尤,yóu,,,副,格外；更加,山林 尤 美
1213,尤,yóu,,,名,○ 姓,
1214,梅,méi,,,名,落叶乔木，早春开花，花瓣多为5片，有白、红、粉红等色，气味清香，供观赏。果实叫梅子，球形，味酸，可以吃，也可以做药材,
1214,梅,méi,,,名,○ 姓,
1215,厚,hòu,,,形,扁平物体上下、正反两面之间的距离较大（跟“薄”相对）,这本书真 厚
1215,厚,hòu,,,形,扁平物体上下、正反两面之间的距离较大（跟“薄”相对）,被子太 厚
1215,厚,hòu,,,形,扁平物体上下、正反两面之间的距离较大（跟“薄”相对）,厚 嘴唇
1215,厚,hòu,,,名,厚度,2厘米 厚 的钢板
1215,厚,hòu,,,名,厚度,玻璃有5毫米 厚
1215,厚,hòu,,,形,多；大；重,家底 厚
1215,厚,hòu,,,形,多；大；重,厚 礼
1215,厚,hòu,,,动,看重；厚待,厚 今薄古
1215,厚,hòu,,,动,看重；厚待,厚 此薄彼
1215,厚,hòu,,,形,（情意）深,深情 厚 谊
1215,厚,hòu,,,形,厚道,宽 厚
1215,厚,hòu,,,形,厚道,忠 厚
1215,厚,hòu,,,形,厚道,憨 厚
1215,厚,hòu,,,形,（味道）浓,酒味 厚
1215,厚,hòu,,,形,（味道）浓,醇 厚
1215,厚,hòu,,,名,○ 姓,
1216,丁,zhēng,,,,模拟砍树、落棋子、弹琴等的声音,伐木 丁丁
1216,丁,zhēngzhēng,,,,模拟砍树、落棋子、弹琴等的声音,伐木 丁丁
1216,丁,dīng,,,名,天干的第四位，常用来表示顺序或等级的第四位,
1216,丁,dīng,,,名,○ 姓,
1216,丁,dīng,,,名,成年男子,壮 丁
1216,丁,dīng,,,名,成年男子,成 丁
1216,丁,dīng,,,名,从事某种专门性劳动或职业的人,园 丁
1216,丁,dīng,,,名,从事某种专门性劳动或职业的人,家 丁
1216,丁,dīng,,,名,泛指人口；特指男孩,人 丁 兴旺
1216,丁,dīng,,,名,泛指人口；特指男孩,添 丁
1216,丁,dīng,,,动,〈文〉 遇到；遭逢,丁 忧
1216,丁,dīng,,,名,（肉类、蔬菜等切成的）小方块,肉 丁
1216,丁,dīng,,,名,（肉类、蔬菜等切成的）小方块,萝卜 丁
1216,丁,dīng,,,名,（肉类、蔬菜等切成的）小方块,炒三 丁
1217,伴,bàn,,,名,在一起生活、工作或活动的人,老 伴 儿
1217,伴,bàn,,,名,在一起生活、工作或活动的人,同 伴
1217,伴,bàn,,,名,在一起生活、工作或活动的人,作 伴 儿
1217,伴,bàn,,,动,陪着；随同,伴 我渡过难关
1217,伴,bàn,,,动,陪着；随同,陪 伴
1217,伴,bàn,,,动,陪着；随同,伴 随
1217,伴,bàn,,,动,从旁配合,伴 奏
1217,伴,bàn,,,动,从旁配合,伴 音
1217,伴,bàn,,,名,○ 姓,
1218,阴,yīn,,,形,云层密布，不见或少见阳光的天气；气象学上特指中、低云总云量占天空8/10及以上，阳光很少或不能透过云层时的天空状况,多云转 阴
1218,阴,yīn,,,形,云层密布，不见或少见阳光的天气；气象学上特指中、低云总云量占天空8/10及以上，阳光很少或不能透过云层时的天空状况,天 阴 了
1218,阴,yīn,,,名,指阳光照不到的地方（跟“阳”相对）,树 阴
1218,阴,yīn,,,名,指阳光照不到的地方（跟“阳”相对）,林 阴 道
1218,阴,yīn,,,名,指阳光照不到的地方（跟“阳”相对）,背 阴
1218,阴,yīn,,,名,⇒ 山的北面；水的南面,山 阴 （古地名，在会稽山的北面）
1218,阴,yīn,,,名,⇒ 山的北面；水的南面,江 阴 （地名，在长江的南面） 。
1218,阴,yīn,,,形,⇒ 隐蔽的；不外露的,阴 沟
1218,阴,yīn,,,形,⇒ 隐蔽的；不外露的,阳奉 阴 违
1218,阴,yīn,,,,⇛形不光明正大,这个人很 阴
1218,阴,yīn,,,,⇛形不光明正大,阴 谋
1218,阴,yīn,,,,⇛名生殖器；有时特指女性生殖器,阴 茎
1218,阴,yīn,,,,⇛名生殖器；有时特指女性生殖器,外 阴
1218,阴,yīn,,,,⇛名生殖器；有时特指女性生殖器,阴 道
1218,阴,yīn,,,,⇛形凹下的,阴 文印章
1218,阴,yīn,,,名,我国古代哲学指宇宙间贯通一切事物的两大对立面之一（另一面是“阳”）,阴 阳二气
1218,阴,yīn,,,名,⇒ 古代指太阴，即月亮,阴 历
1218,阴,yīn,,,名,⇒ 跟鬼神有关的；跟冥间有关的,阴 间
1218,阴,yīn,,,名,⇒ 跟鬼神有关的；跟冥间有关的,阴 曹地府
1218,阴,yīn,,,形,⇒ 带负电的,阴 极
1218,阴,yīn,,,形,⇒ 带负电的,阴 离子
1218,阴,yīn,,,名,○ 姓,
1220,残,cán,,,动,伤害；毁坏,残 杀
1220,残,cán,,,动,伤害；毁坏,摧 残
1220,残,cán,,,形,○ 凶狠；凶恶,残 忍
1220,残,cán,,,形,○ 凶狠；凶恶,残 暴
1220,残,cán,,,形,剩下的,残 羹剩饭
1220,残,cán,,,形,剩下的,残 敌
1220,残,cán,,,形,剩下的,残 阳
1220,残,cán,,,形,有缺损的；不完整的,身 残 志坚
1220,残,cán,,,形,有缺损的；不完整的,残 肢
1220,残,cán,,,形,有缺损的；不完整的,残 品
1221,诚,chéng,,,形,（心意）真切诚恳,诚 心 诚 意
1221,诚,chéng,,,形,（心意）真切诚恳,忠 诚
1221,诚,chéng,,,形,（心意）真切诚恳,至 诚
1221,诚,chéng,,,副,表示对事实的确认，相当于“的确” “实在”,诚 有此事
1221,诚,chéng,,,副,表示对事实的确认，相当于“的确” “实在”,诚 惶 诚 恐
1221,诚,chéng,,,名,○ 姓,
1222,纷,fēn,,,形,繁多；杂乱,纷 至沓来
1222,纷,fēn,,,形,繁多；杂乱,纷 飞
1222,纷,fēn,,,形,繁多；杂乱,纷 乱
1222,纷,fēn,,,名,○ 纠纷,排难解 纷
1222,纷,fēn,,,名,○ 纠纷,纷 争
1223,圈,juàn,,,名,饲养家畜或家禽的场所，一般有栏或围墙，有的还有棚,羊 圈
1223,圈,juàn,,,名,饲养家畜或家禽的场所，一般有栏或围墙，有的还有棚,猪 圈
1223,圈,juàn,,,名,饲养家畜或家禽的场所，一般有栏或围墙，有的还有棚,圈 肥
1223,圈,juān,,,动,把家禽、家畜关起来,把鸡 圈 在笼子里
1223,圈,juān,,,动,拘禁；关闭,圈 在牢里
1223,圈,juān,,,动,拘禁；关闭,成天把自己 圈 在家里不出门 。
1223,圈,quān,,,名,圈子①,在文件上画个 圈 儿
1223,圈,quān,,,名,圈子①,坐成一 圈 儿
1223,圈,quān,,,名,圈子①,圆 圈
1223,圈,quān,,,名,圈子③,话说得出 圈 儿 了
1223,圈,quān,,,名,圈子③,文化 圈
1223,圈,quān,,,动,画环形（做记号）,把不认识的字 圈 出来
1223,圈,quān,,,动,画环形（做记号）,圈 阅
1223,圈,quān,,,动,围起来；划定范围,把新征土地用围墙 圈 起来
1223,圈,quān,,,动,围起来；划定范围,圈 地
1224,箱,xiāng,,,名,箱子,皮 箱
1224,箱,xiāng,,,名,箱子,柳条 箱
1224,箱,xiāng,,,名,箱子,木 箱
1224,箱,xiāng,,,名,箱子,书 箱
1224,箱,xiāng,,,名,箱子,纸 箱
1224,箱,xiāng,,,名,箱子,货 箱
1224,箱,xiāng,,,名,像箱子的东西,风 箱
1224,箱,xiāng,,,名,像箱子的东西,信 箱
1224,箱,xiāng,,,名,像箱子的东西,意见 箱
1225,炸,zhá,,,动,烹调方法，把食物放在沸油里使熟,炸 油条
1225,炸,zhá,,,动,烹调方法，把食物放在沸油里使熟,炸 鱼
1225,炸,zhá,,,动,烹调方法，把食物放在沸油里使熟,干 炸 大虾
1225,炸,zhá,,,动,〈口〉焯（chāo）,把芹菜 炸 一下
1225,炸,zhà,,,动,（物体）突然爆裂,暖瓶 炸 了
1225,炸,zhà,,,动,（物体）突然爆裂,爆 炸
1225,炸,zhà,,,动,用炸药、炸弹爆破,房子被飞机 炸 塌了
1225,炸,zhà,,,动,用炸药、炸弹爆破,炸 碉堡
1225,炸,zhà,,,动,用炸药、炸弹爆破,轰 炸
1225,炸,zhà,,,动,〈口〉突然被激怒,一听这话就 炸 了
1225,炸,zhà,,,动,〈口〉由于受到惊扰而逃散,炸 窝
1225,炸,zhà,,,动,〈口〉由于受到惊扰而逃散,炸 群
1226,偏,piān,,,形,歪；斜（跟“正”相对）,太阳 偏 西了
1226,偏,piān,,,形,歪；斜（跟“正”相对）,球踢 偏 了
1226,偏,piān,,,形,不公正；只注重一方,心太 偏 了
1226,偏,piān,,,形,不公正；只注重一方,偏 听 偏 信
1226,偏,piān,,,形,不公正；只注重一方,偏 爱
1226,偏,piān,,,动,离开正确方向,偏 离
1226,偏,piān,,,动,离开正确方向,偏 差（chā）
1226,偏,piān,,,形,远离中心的；不常见的,偏 远
1226,偏,piān,,,形,远离中心的；不常见的,偏 题
