definition_id,hanzi,pinyin,pos,definition_cn,example_1,example_2,DS,QW
169914,掩,yǎn,动词,趁人不备进行袭击,敌军趁夜色掩杀过来，打了我们一个措手不及。,军队趁夜色掩袭敌营，取得了出其不意的胜利。,2,1
170011,涌,chōng,名词,方言指河汊，多用于地名,雨季来临，河涌的水位迅速上涨。,这条小河涌的水流平缓，两岸长满了芦苇。,2,1
170021,涌,yǒng,动词,液体或气体向上冒,听到这个消息，她泪如泉涌，无法抑制自己的情感。,温泉从地下涌出，冒着腾腾的热气。,2,1
170022,涌,yǒng,动词,从液体或气体中显现,雨过天晴，涌出一轮明月。,清晨的山谷中涌起薄薄的雾气，宛如仙境。,2,1
170212,汤,tāng,名词,特指温泉（现多用于地名）。,小汤山（在北京）是一个著名的温泉度假胜地。,小汤山温泉是北京著名的疗养胜地。,2,1
170213,汤,tāng,名词,食物煮后所得的汁水,妈妈煮了一锅香喷喷的米汤，大家都喝得很满足。,妈妈熬的骨头汤味道鲜美，营养丰富。,2,1
170214,汤,tāng,名词,多汁的菜肴。,晚餐时，她端上一碗热腾腾的豆腐汤。,今晚的晚餐有三菜一汤，荤素搭配很均衡。,2,1
170215,汤,tāng,名词,中药煎煮后的液体药剂。,中医开了一副柴胡汤，用来治疗感冒。,中医建议他每天饭后服用一碗苦口的汤药。,2,1
170221,汤,shāng,形容词,水流浩荡的样子。,河水汤在阳光下泛着粼粼波光，显得格外美丽。,长江之水汤汤，奔流不息向东而去。,2,1
170311,岭,lǐng,名词,顶上有路可通行的山,远处的一道岭在晨雾中若隐若现。,我们沿着蜿蜒的山岭小路，终于登上了山顶。,2,1
170312,岭,lǐng,名词,高大的山脉,南岭是中国南方的重要山脉之一。,喜马拉雅山脉是世界上最雄伟的高岭之一。,2,1
170313,岭,lǐng,名词,特指大庾岭等五岭,岭南地区以其独特的文化和气候闻名。,五岭逶迤腾细浪，乌蒙磅礴走泥丸。,2,1
170412,拟,nǐ,动词,计划或意图做某事,我们拟于明天起程，前往目的地开始新的旅程。,他拟在下个月去欧洲旅行，正在准备签证材料。,2,1
170413,拟,nǐ,动词,模仿或效仿,竹节虫通过拟态隐藏自己，避免被天敌发现。,这幅画拟了宋代山水画的风格，十分传神。,2,1
170415,拟,nǐ,动词,推测或假设,虚拟技术正在改变我们的生活方式和工作模式。,科学家拟设了一种新的理论来解释这个现象。,2,1
170511,慧,huì,形容词,聪明,智慧是人类最宝贵的财富之一。,她天资聪慧，小小年纪就精通三门外语。,2,1
170611,郎,láng,名词,古代官职名称。,侍郎是古代官职的一种，地位较高。,唐代诗人杜甫曾任左拾遗，是个清要的郎官。,2,1
170612,郎,láng,名词,对某类人的称呼。,货郎挑着担子走街串巷，叫卖各种商品。,货郎挑着担子走街串巷，叫卖各种小商品。,2,1
170613,郎,láng,名词,女子对丈夫或情人的称呼。,古时女子常称自己的丈夫为“郎君”。,"新婚妻子娇羞地唤道：""郎君，该用膳了。""",2,1
170614,郎,láng,名词,旧时对他人儿子的称呼。,大郎，该喝药了。,令郎天资聪颖，将来必成大器。,2,1
170713,瘦,shòu,形容词,衣物窄小,"裤子做得太瘦了,可以往肥里放一下。",这条牛仔裤太瘦了，穿起来很不舒服。,2,1
170714,瘦,shòu,形容词,土地贫瘠,瘦田需要更多的肥料才能提高产量。,这块瘦地种不出好庄稼，需要多施肥改良。,2,1
170811,阅,yuè,动词,浏览文字内容,阅览室里有很多书籍供人阅读。,校长仔细阅完了学生的毕业论文，并写了评语。,2,1
170812,阅,yuè,动词,检视队伍,阅兵仪式上，士兵们步伐整齐划一。,国庆节当天，三军仪仗队接受了首长的检阅。,2,1
170813,阅,yuè,动词,亲身经历,阅历丰富的人往往更有智慧。,他阅尽人间沧桑，对世事早已看透。,2,1
170911,辆,liàng,量词,量词，用于车,一辆汽车停在了路边。,停车场里整齐地停放着几十辆崭新的汽车。,2,1
171011,填,tián,动词,把凹陷地方垫平或塞满,填坑工作需要耐心和细致。,工人们正在用砂石填平这条坑坑洼洼的道路。,2,1
171012,填,tián,动词,补充不足,填补漏洞是当务之急。,我们需要再填一些资金才能完成这个项目。,2,1
171013,填,tián,动词,在表格或文件中填写信息,填表时请务必填写真实信息。,请仔细阅读表格内容后再填写个人信息。,2,1
171112,袖,xiù,动词,将物品藏于衣袖中,他袖着手站在寒风中。,他袖着双手站在门口，一副悠闲自在的样子。,2,1
171211,匀,yún,形容词,分布或分配均匀,颜色涂得不匀，需要重新修补。,妈妈把面团揉得非常匀，做出来的馒头特别松软。,2,1
171212,匀,yún,动词,使变得均匀,把粉匀匀地撒在蛋糕表面。,炒菜时要记得把调料搅拌均匀，这样味道才好。,2,1
171213,匀,yún,动词,分出一部分给他人或他用,匀出一部分粮食支援灾区。,我匀了一些零食给弟弟，免得他老是眼馋。,2,1
171312,娃,wá,名词,方言中指某些幼小的动物,鸡娃教育让许多家长感到焦虑。,池塘里游着一群可爱的小鱼娃，吸引了许多孩子围观。,2,1
171411,筒,tǒng,名词,粗大的竹子中空部分。,竹筒饭是云南的一种特色美食。,爷爷用竹筒给我做了一个漂亮的水杯，既环保又实用。,2,1
171412,筒,tǒng,名词,管状的容器或部件。,书桌上摆放着一个精美的笔筒。,她把彩色铅笔都装在一个笔筒里，桌面顿时整洁多了。,2,1
171511,豪,háo,名词,具有杰出才能的人,这位将军是真正的英豪，为国家立下了赫赫战功。,李白是唐代著名的诗豪，他的作品流传千古。,2,1
171512,豪,háo,形容词,"气魄大;直爽痛快,没有拘束的",他的性格十分豪放，从不拘泥于小节。,他为人豪爽大方，朋友们都很喜欢和他相处。,2,1
171513,豪,háo,形容词,指有钱有势,豪门子弟的生活总是令人羡慕不已。,这个豪门家族的婚礼办得极其奢华，吸引了全城关注。,2,1
171514,豪,háo,形容词,强横,在那个动荡的年代，地方上的豪强横行霸道。,那个豪强仗势欺人，最终受到了法律的制裁。,2,1
171611,籍,jí,名词,书籍或记录的统称。,图书馆里收藏了许多珍贵的古籍。,图书馆里收藏着数以万计的珍贵典籍。,2,1
171612,籍,jí,名词,祖居或出生的地方,他一直怀念自己的原籍，经常回去探亲。,我的籍贯是山东，但我从小在北京长大。,2,1
171613,籍,jí,名词,个人与国家、组织的隶属关系,国籍是一个人法律上的身份归属。,他的党籍因为违纪行为被暂时冻结了。,2,1
171711,餐,cān,动词,吃（饭）,周末我们组织了一次聚餐，大家都玩得很开心。,我们每天都要按时用餐，保持健康的饮食习惯。,1,2
172111,帐,zhàng,名词,用布、纱或绸子等做成的遮蔽用的东西,夏天的时候，人们常用蚊帐来防止蚊虫叮咬。,露营时我们搭起了帐篷，准备在野外过夜。,2,1
172411,牢,láo,名词,饲养牲畜的围栏。,虽然已经迟了，但亡羊补牢，为时未晚。,农夫每天清晨都要去牢里给牛羊添加新鲜的草料。,1,2
173811,泰,tài,形容词,安定平和的状态,面对突发状况，他依然能够泰然自若地处理问题。,国泰民安是每个国家领导人的最大心愿。,1,2
174314,忧,yōu,名词,指父母的丧事。,他因父亲去世而回家丁忧。,他因父亲的忧而请假回家奔丧。,2,1
174611,纤,qiàn,名词,拉船用的绳索,纤绳是船工用来拉船的重要工具。,船夫们用力拉着纤绳，将船只缓缓拖向上游。,2,1
174913,旱,hàn,形容词,非水田的；陆地上的,这片旱地因为长期缺水，已经无法种植庄稼。,这片旱地常年缺水，农作物很难生长。,2,1
175011,晋,jìn,动词,进入；前进,晋见。,学习如逆水行舟，不进则退。,1,2
175311,谱,pǔ,名词,系统编排的参考书籍,年谱记录了这位伟人一生中的重要事件。,这本家谱详细记载了我们家族五百年的历史。,2,1
178114,剪,jiǎn,动词,彻底消灭,为了防止疾病传播，必须彻底剪除传染源。,园丁正在修剪花园里多余的树枝。,1,2
178211,唤,huàn,动词,"发出大声,使对方觉醒、注意或随声而来",呼唤亲人的名字时，声音中充满了思念与期待。,母亲站在门口轻声唤着孩子的名字。,2,1
178313,凶,xiōng,形容词,残暴可怕,这个罪犯穷凶极恶，令人发指。,那只流浪狗露出凶相，吓得路人纷纷躲避。,2,1
178411,邮,yóu,动词,通过邮政系统寄送。,他今天去邮局邮封信给远方的朋友。,她每个月都会邮一封信给远方的祖母。,2,1
178612,尝,cháng,动词,经历,他经历了许多困难，真正做到了艰苦备尝。,在山区支教的日子，让她尝尽了生活的艰辛。,2,1
178613,尝,cháng,副词,曾经,我未尝想过会有这样的结果。,这座古城墙尝见证过无数历史风云变幻。,1,2
178912,络,luò,名词,中医指气血运行的旁支通道,中医理论中的经络是人体气血运行的通道。,中医认为经络不通会导致身体不适。,2,1
179011,撤,chè,动词,移除或取消,由于工作失误，他被撤职了。,会议结束后，工作人员迅速撤走了所有的椅子。,2,1
179111,撒,sǎ,动词,分散抛洒颗粒物,春天到了，农民们开始撒种准备新一季的耕种。,农民在田里撒种，期待来年的丰收。,2,1
179121,撒,sā,动词,放开或松开,他因病痛难忍，最终只能撒手人寰。,老鹰撒开翅膀，在天空中自由翱翔。,2,1
179211,筹,chóu,名词,用于计数或领取物品的小棍,古代商人用竹筹来记录交易的数量和金额。,古代商人常用竹筹来记录交易的数量。,2,1
179212,筹,chóu,动词,准备或筹集,统筹规划是项目成功的关键步骤。,他们正在筹办一场盛大的慈善晚宴。,2,1
179213,筹,chóu,名词,策略或方法,面对突发状况，他感到一筹莫展。,面对这个难题，我们必须另筹良策。,2,1
179311,幽,yōu,形容词,深远僻静；昏暗,这片森林幽静而神秘，仿佛隐藏着无数秘密。,月光下的竹林显得格外幽静，让人心旷神怡。,2,1
179313,幽,yōu,形容词,沉静安宁,在这片宁静的湖畔，她陷入了深深的幽思。,月光下的湖面显得格外幽静，仿佛时间都停止了流动。,2,1
179314,幽,yōu,动词,囚禁；关押,那段幽囚的生活让他身心俱疲。,在古代，许多政治犯被幽禁在不见天日的地牢里。,2,1
179411,渗,shèn,动词,液体缓慢透过或漏出,这面墙因为长期渗水已经出现了明显的霉斑。,雨水慢慢地渗入土壤，滋润着地下的种子。,2,1
179712,抚,fǔ,动词,照料保护,她从小被祖父母抚养长大。,政府采取了一系列措施来抚育和保护濒危野生动物。,2,1
179916,逆,nì,动词,提前；预先,他凭借经验成功逆料了市场的变化趋势。,他逆料到了可能出现的困难，提前做好了充分的准备。,2,1
180011,牵,qiān,动词,用手或工具拉动物体移动,火车头牵引着长长的车厢缓缓驶出车站。,妈妈牵着我的手过马路，确保我的安全。,2,1
180012,牵,qiān,动词,使相关事物产生联系或影响,这件案子牵连了许多无辜的人。,这个案件牵涉到多位高层官员，调查起来非常复杂。,1,2
180211,惨,cǎn,形容词,悲惨凄凉,惨不忍睹的场景让所有人都沉默不语。,听到那个悲惨的故事，大家都忍不住流下了眼泪。,1,2
180213,惨,cǎn,形容词,凶恶狠毒,敌人的暴行真是惨无人道。,那个惨无人道的罪犯终于被警方逮捕归案。,1,2
180412,庙,miào,名词,供奉神佛或历史名人的建筑,那座寺庙坐落在山脚下，香火十分旺盛。,这座古老的庙宇供奉着一位著名的历史人物。,1,2
180413,庙,miào,名词,古代指朝廷,他在庙堂之上发表了一番慷慨激昂的演讲。,在古代，庙堂之上的决策往往影响着国家的命运。,1,2
180414,庙,miào,名词,对已故皇帝的尊称,这位皇帝的庙号被后人广为传颂。,庙号是后世对已故皇帝的一种尊称。,1,2
180511,株,zhū,名词,树木露出地面的部分，包括根和茎,守株待兔的故事告诉我们不能坐等机会，要主动争取。,这棵大树的株根裸露在地面上，显得非常粗壮。,1,2
180611,浑,hún,形容词,液体不清澈，混浊,浑水摸鱼是一种投机取巧的行为。,河水被暴雨冲刷后变得非常浑，看不清底。,1,2
180711,驶,shǐ,动词,（车马等）快速移动。,一辆汽车急驶而过，带起一阵风。,骏马在草原上飞驶而过，留下一道美丽的风景线。,1,2
180911,厌,yàn,动词,感到满足。,贪得无厌的人最终往往会失去一切。,他贪得无厌，总是想要得到更多的东西。,1,2
181211,厘,lí,名词,百分之一。,这条线段的长度是五厘米。,这个零件的误差不能超过一毫米，否则会影响整体性能。,2,1
181313,叙,xù,动词,评定等级或次序,他在会议上叙功，得到了大家的认可。,老师根据学生的表现，依次叙说了每个人的优缺点。,1,2
181514,跨,kuà,形容词,附属在旁边,这座建筑的跨间设计非常独特。,设计师在连衣裙的腰部加了一条跨带作为装饰。,1,2
181612,惠,huì,动词,给予好处,双方的合作建立在平等互惠的基础上。,公司经常惠赠老客户一些精美的小礼品。,1,2
181912,蜜,mì,名词,类似蜂蜜的甜物质,厨师在制作甜点时加入了糖蜜。,这个护肤品的质地像蜜一样柔滑，吸收很快。,2,1
183912,哎,āi,感叹词,提示注意,哎，我倒有个办法，你们大家看行不行？,哎，别忘了明天早上八点我们有个重要的会议。,2,1
184011,蓄,xù,动词,储存或积累,储蓄是一种良好的理财习惯。,农民们正在蓄水池里储存雨水，以备干旱时使用。,1,2
184013,蓄,xù,动词,心中怀有,这种行为显然是蓄意为之。,他心中蓄谋已久的计划终于得以实施。,1,2
184111,棵,kē,量词,用于计量植物的量词,公园里有一棵大树，枝繁叶茂。,院子里种着一棵高大的梧桐树，夏天时特别荫凉。,2,1
184212,胀,zhàng,形容词,身体因压迫产生的不适感,昨天吃多了，今天早上起来肚子发胀。,吃完饭后他觉得肚子很胀，需要散步消食。,2,1
184311,眠,mián,名词,人或动物的休息状态。,最近工作压力太大，导致我经常失眠。,充足的睡眠对身体健康至关重要。,2,1
184312,眠,mián,名词,动物长时间不活动的生理状态。,冬天到了，熊开始进入冬眠状态。,冬天到了，许多动物开始进入冬眠状态。,2,1
184412,劣,liè,形容词,低于标准,在几何学中，劣弧是指小于半圆的弧。,这批材料的性能劣于标准，无法投入使用。,1,2
184513,秩,zhì,名词,十年的时间,今年是学校建校七十周年，将举行七秩大庆活动。,爷爷今年已经七秩高龄，但身体依然硬朗。,2,1
184611,塘,táng,名词,防水或挡水的堤岸,村口的河塘清澈见底，鱼儿游来游去。,村民们齐心协力加固了河塘的堤岸，防止洪水侵袭。,2,1
184613,塘,táng,名词,洗澡用的池子,小时候，我们经常在村里的洗澡塘里嬉戏玩耍。,这家澡堂的浴池非常宽敞，水温也调节得恰到好处。,2,1
184811,媳,xí,名词,儿子的妻子,婆媳之间的关系需要双方共同努力才能和谐。,她刚过门不久，是个孝顺公婆的好媳妇。,2,1
185111,胎,tāi,名词,母体内的未出生幼体,胎儿在母亲的子宫里逐渐发育成熟。,医生通过超声波检查可以清楚地看到胎儿在母体内的发育情况。,2,1
185112,胎,tāi,名词,怀孕或生育的次数,这是她的头胎，全家人都非常期待。,她已经是第三胎了，经验丰富，对怀孕期间的注意事项非常了解。,2,1
185115,胎,tāi,名词,轮胎的简称,车胎被尖锐的石头扎破了，需要尽快修补。,汽车的轮胎需要定期检查气压，以确保行车安全。,2,1
185211,抹,mǒ,动词,涂抹,她每天早上都会抹粉，让自己看起来更有精神。,她在面包上涂抹了一层厚厚的果酱，看起来非常美味。,2,1
185212,抹,mǒ,动词,擦拭,他吃完饭把嘴一抹就走了。,他用毛巾抹去额头上的汗水，继续努力工作。,2,1
185214,抹,mǒ,量词,（量词）用于云霞等,天边出现了一抹彩霞，美得令人陶醉。,天边出现了一抹绚丽的晚霞，映红了整个天空。,2,1
185221,抹,mò,动词,涂抹并抹平,工人正在抹墙，让墙面变得光滑平整。,工人们正在用抹子把墙面抹平，准备进行下一步的装修。,2,1
185231,抹,mā,动词,擦拭,服务员用湿布仔细地抹桌子，确保桌面干净整洁。,她拿起抹布，仔细地擦去桌子上的灰尘。,2,1
185232,抹,mā,动词,用手向下移动,他生气地把帽子抹下来扔到地上。,他用手抹了抹头发，试图把翘起来的发丝压平。,2,1
185321,吵,chǎo,形容词,声音嘈杂扰人,外面太吵得慌，我根本没法专心工作。,隔壁的装修声音太吵了，我根本无法集中精力工作。,2,1
185322,吵,chǎo,动词,因意见不合而争执,两人说着说着吵了起来，谁也不肯让步。,他们因为一点小事吵了起来，最后不欢而散。,2,1
185411,肢,zhī,名词,人的胳膊、腿;某些动物的腿,肢体语言在交流中起着重要的作用。,他在运动中不慎受伤，导致上肢暂时无法活动。,2,1
185521,拾,shí,动词,从地上捡起,村里的老人每天早晨都会去田间拾粪，用来施肥。,她在公园里拾到了一个钱包，立刻交给了附近的警察。,2,1
185522,拾,shí,动词,整理；收拾,房间太乱了，我花了两个小时才拾掇完。,妈妈正在厨房里收拾碗筷，准备开始洗碗。,2,1
185611,聪,cōng,名词,听觉能力,因为一次意外，他左耳失聪，但仍然乐观面对生活。,这位老人虽然年迈，但耳聪目明，听觉依然十分敏锐。,2,1
185612,聪,cōng,形容词,听觉灵敏,这位老人虽然年过八十，却依然耳聪目明，思维敏捷。,狗的听觉非常聪敏，能听到人类听不到的高频声音。,2,1
185613,聪,cōng,形容词,智力高；反应快,这个孩子从小就表现出聪慧的特质，深受老师喜爱。,这孩子从小就聪明过人，学习新知识总是特别快。,2,1
185711,寨,zhài,名词,用于防御的栅栏或围墙,这座山寨隐藏在深山老林之中，外人很难找到。,古代军营四周都设有坚固的木寨，以防敌人偷袭。,2,1
185712,寨,zhài,名词,旧时军队驻扎的地方,士兵们正在加固营寨的防御工事。,这座古城墙外曾经是宋朝军队安营扎寨的地方。,2,1
185713,寨,zhài,名词,强盗或山贼的聚集地,这位寨主为人正直，深受村民爱戴。,水浒传中的梁山泊是众多好汉聚义的山寨。,2,1
185714,寨,zhài,名词,有围墙的村庄,本村本寨的居民世代友好相处。,这个苗寨依山而建，吊脚楼的建筑风格十分独特。,2,1
185813,翠,cuì,名词,翡翠（玉石）,她头上的珠翠在灯光下闪闪发光。,这只翠鸟羽毛艳丽，在阳光下闪烁着金属般的光泽。,2,1
186112,疼,téng,动词,深切关爱,奶奶最疼小孙子，总是把最好的东西留给他。,奶奶最疼爱小孙子，总是把最好的留给他。,2,1
187711,覆,fù,动词,遮盖,大雪覆盖了整个村庄，宛如童话世界一般。,大雪覆蓋了整个村庄，到处都是白茫茫的一片。,1,2
196713,佩,pèi,动词,钦佩。,我对他的才华和努力感到由衷的钦佩。,他的才华和努力让所有人都非常佩服。,2,1
197011,迈,mài,动词,抬脚向前行走,他迈步向前，充满自信地走向舞台中央。,他迈着坚定的步伐走向了演讲台。,2,1
197012,迈,mài,形容词,年老的,这位老迈的长者仍然坚持每天锻炼身体。,这位迈入古稀之年的老人依然精神矍铄。,2,1
197212,署,shǔ,动词,安排布置,公司正在部署新的市场战略以应对竞争。,老师精心署置了教室，为学生们营造了良好的学习环境。,1,2
197214,署,shǔ,动词,签名或题名,双方代表在协议上郑重签署了名字。,请在文件末尾署上你的名字和日期。,2,1
197312,姨,yí,名词,妻子的姐妹,大姨子经常给我分享她的生活趣事。,妻子的妹妹也就是我的小姨子，性格非常开朗。,2,1
197511,仲,zhòng,形容词,位置或地位居中,仲裁委员会对这起纠纷作出了公正的裁决。,这座桥位于城市的仲心位置，交通十分便利。,1,2
197512,仲,zhòng,名词,农历每季的第二个月,仲秋时节，满月高悬，家人团聚共度佳节。,仲夏时节，蝉鸣不断，天气异常炎热。,2,1
198011,猜,cāi,动词,根据线索推测答案,孩子们喜欢在课间猜谜语。,孩子们喜欢玩猜谜语的游戏，看谁最先想出正确答案。,2,1
198112,弥,mí,动词,填补空缺或遮盖,他努力弥补自己的过失。,她用化妆品弥盖了脸上的雀斑，看起来更加精神了。,1,2
198911,酷,kù,形容词,残酷,敌人对他施以酷刑，但他始终没有屈服。,纳粹对犹太人的残酷迫害是人类历史上最黑暗的一页。,2,1
198912,酷,kù,形容词,程度深的;极,酷热的阳光晒得大地滚烫。,夏日正午的阳光酷热难当，人们都躲在阴凉处乘凉。,2,1
199412,漏,lòu,形容词,"物体有孔或缝,东西能滴下、透出或掉出",厨房里有一把专门用来捞面的漏勺。,这个水桶底部有个小洞，水会慢慢漏出来。,1,2
199414,漏,lòu,动词,秘密信息被不当披露,由于保密工作不到位，最终走漏风声，计划失败了。,他不小心漏了考试题目，被老师严厉批评。,2,1
201711,渴,kě,形容词,口干想喝水的感觉,喝了一大杯水后，终于解渴了。,沙漠旅行者随身带着水壶，以防口渴难耐。,2,1
201712,渴,kě,副词,非常迫切地,他对知识的渴望从未停止过。,他渴求知识，每天都要阅读大量书籍。,1,2
201811,冶,yě,动词,通过高温处理使金属熔化并提炼,这家工厂主要从事冶金工作。,这座古老的冶铁遗址见证了我国早期的冶金技术。,2,1
201911,囊,náng,名词,口袋或袋子,医生从药囊中取出一些草药，准备给病人使用。,探险家将重要装备都装进了行囊中。,2,1
201913,囊,náng,动词,将物品装入袋中,这次比赛，我们队囊括了所有的奖项。,农民们将丰收的粮食囊入麻袋，准备出售。,1,2
202111,菊,jú,名词,菊花植物,花园里开满了墨菊，散发出淡淡的清香。,重阳节时，人们有赏菊饮菊花酒的传统习俗。,2,1
202314,歇,xiē,名词,〈方言〉很短的时间；片刻,她过了一歇，情绪才逐渐平复下来。,你等我歇，我马上就把这封信写完。,1,2
202412,嘻,xī,拟声词,模拟笑声,听到这个笑话，大家都嘻嘻地笑个不停。,孩子们看到魔术表演时都嘻嘻地笑了起来。,2,1
202511,雇,gù,动词,支付报酬让他人为自己工作,公司决定雇用一名新员工来分担工作。,公司决定雇一位专业的设计师来改善产品包装。,2,1
202512,雇,gù,动词,支付费用使用他人的交通工具,我们打算雇车前往郊外游玩。,我们雇了一艘小船在湖上悠闲地游览。,2,1
202611,婴,yīng,名词,刚出生的孩子,这家医院专门为妇婴提供医疗服务。,这个早教中心专门为三岁以下的婴儿提供护理服务。,2,1
202711,泌,mì,动词,生物体产生和释放物质,母亲的泌乳量很充足，完全能满足宝宝的需求。,人体的汗腺会分泌汗液来调节体温。,2,1
202811,痕,hén,名词,物体留下的印记,女孩脸上的泪痕还未干，显然刚刚哭过。,小猫在雪地上留下了一串清晰的爪痕。,2,1
202912,亭,tíng,名词,形状像亭子的小房子,邮亭里摆放着各种明信片和邮票供顾客选择。,高速公路每隔五十公里就设有一个休息亭。,2,1
203011,跌,diē,动词,摔倒,他不小心跌跤，膝盖擦破了皮。,他在跑步时不小心跌倒了，膝盖擦破了皮。,2,1
203013,跌,diē,动词,物价下降,金价跌了百分之二，投资者纷纷关注市场动态。,最近股市波动很大，许多股票的价格都跌了不少。,2,1
203111,夕,xī,名词,日落时分,夕阳西下，天边染上了一片金红色。,夕阳西下，天空被染成了绚丽的橙红色。,2,1
203211,册,cè,名词,装订成册的文书,这本名册记录了所有参与者的详细信息。,这本相册里珍藏着我童年时的许多美好回忆。,2,1
203611,贪,tān,动词,贪污；贪财,那些贪赃枉法的官员最终受到了法律的严惩。,那个官员因为贪污公款被判处十年有期徒刑。,2,1
203613,贪,tān,动词,过分追求；贪图,他因为贪便宜买了一堆劣质商品。,他贪图安逸的生活，放弃了出国深造的机会。,2,1
203711,庞,páng,形容词,体积或规模巨大,那头大象看起来就像一个庞然大物。,这栋庞大的建筑是这座城市的地标之一。,2,1
204011,僚,liáo,名词,官员,官僚作风常常导致工作效率低下。,这位清廉的僚属深受百姓的爱戴和尊敬。,2,1
204012,僚,liáo,名词,同一官署的官吏,他和同僚们一起完成了这个项目。,他与同僚们合作完成了这个重要的政府项目。,2,1
204311,艳,yàn,形容词,色彩鲜明好看,花园里的花朵开得非常艳丽。,花园里开满了色彩艳丽的牡丹，吸引了许多游客。,2,1
204521,拆,chāi,动词,把合在一起的东西打开,他迫不及待地拆信，想看看里面写了什么。,她小心翼翼地拆开精美的礼物包装，生怕弄坏了。,2,1
204712,遮,zhē,动词,阻拦；阻挡,横遮竖拦，终于挡住了洪水的侵袭。,警察设置了路障，遮住了通往事故现场的道路。,1,2
205011,贤,xián,形容词,有德行和才能的,这位领导贤明果断，深受群众爱戴。,这位贤明的领导总是把员工的利益放在第一位。,2,1
205412,匹,pǐ,形容词,没有同伴,匹夫无罪，怀璧其罪，这句话很有道理。,他喜欢独自匹行在乡间小路上，享受宁静的时光。,2,1
207412,酬,chóu,动词,回报恩惠,为了酬谢他的帮助，我准备了一份礼物。,他决心用毕生精力酬答恩师的栽培之情。,2,1
207414,酬,chóu,动词,社交往来,他忙于各种应酬，几乎没有时间休息。,春节期间人们互相酬访，增进感情交流。,2,1
207511,剖,pōu,动词,破开,医生正在进行解剖以查明死因。,法医剖开死者胸腔检查，寻找真正的死亡原因。,2,1
207711,尸,shī,名词,人或动物死后的身体,警方在现场发现了一具死尸。,考古学家在古墓中发现了一具保存完好的千年古尸。,2,1
207911,悔,huǐ,动词,后悔,经过反思，他终于悔悟了自己的错误。,他悔不该当初不听劝告，如今落得这般下场。,2,1
210411,矩,jǔ,名词,画直角或正方形、矩形用的曲尺,他拿出一把矩尺，开始认真地测量桌子的边角。,木匠用矩尺仔细测量，确保每个角度都是直角。,2,1
210511,闯,chuǎng,动词,不顾阻碍地快速前进。,年轻人需要有闯劲，才能在事业上有所突破。,他闯进会议室的时候，所有人都惊讶地抬起头。,2,1
210514,闯,chuǎng,动词,引发不好的结果。,小孩子调皮捣蛋，很容易闯祸。,这孩子总是闯祸，让父母操碎了心。,2,1
210611,盼,pàn,动词,殷切期望,远方的亲人切盼他早日回家团聚。,我们盼望着疫情早日结束，生活恢复正常。,2,1
210711,叛,pàn,动词,背弃忠诚或信仰,历史上的叛贼最终都没有好下场。,那个将军因为贪图富贵，最终叛变了自己的国家。,2,1
210811,履,lǚ,名词,鞋,他的衣履虽然朴素，但非常整洁。,这双履做工精细，穿在脚上既舒适又美观。,2,1
210814,履,lǚ,动词,履行,双方都应严格履约，以确保合作顺利进行。,作为公民，我们应该认真履行为国家纳税的义务。,2,1
211021,菲,fēi,形容词,形容花草繁盛芬芳,春天来了，大地充满了芳菲的气息。,春天来了，花园里花草菲菲，香气扑鼻。,2,1
211111,瞬,shùn,动词,眼珠儿一动;一眨眼,时间转瞬即逝，我们要珍惜每一刻。,就在那一瞬间，他做出了改变命运的决定。,2,1
211211,奸,jiān,形容词,狡诈阴险,他的脸上露出了一丝奸笑，让人感到不寒而栗。,那个商人奸诈狡猾，用各种手段欺骗顾客。,2,1
211212,奸,jiān,形容词,对国家或君主不忠,历史上有许多臭名昭著的奸臣。,历史上那些奸臣往往给国家带来巨大灾难。,2,1
211214,奸,jiān,形容词,自私取巧,他总是藏奸耍滑，不愿意认真工作。,他总是奸懒馋滑，从不愿意付出真正的努力。,2,1
211215,奸,jiān,动词,不正当的性行为,通奸是一种违背道德的行为。,法律严厉惩罚那些奸淫妇女的犯罪分子。,2,1
211311,砍,kǎn,动词,用刀斧劈开,每天清晨，他都会去山上砍柴。,樵夫用斧头砍倒了一棵枯死的老树。,2,1
211312,砍,kǎn,动词,削减,在市场里，她努力地和商贩砍价。,由于预算紧张，公司不得不砍掉几个项目。,2,1
211313,砍,kǎn,动词,方言：投掷击打,拿砖头砍狗。,淘气的孩子用石子砍向池塘里的鸭子。,2,1
211421,敦,dūn,形容词,真诚；诚恳,他的性格非常敦厚，大家都很喜欢他。,这位老师待人接物总是那么敦厚诚恳，深受学生们的爱戴。,2,1
211511,浆,jiāng,名词,浓稠液体,早餐时，我喜欢喝一杯热豆浆。,早餐时，妈妈为我们准备了热腾腾的豆浆和香喷喷的油条。,2,1
211512,浆,jiāng,动词,用浆糊处理衣物,她把衣服拿去浆洗，以便穿起来更整洁。,奶奶正在用米汤给新做的布鞋浆鞋面，这样鞋子会更挺括耐穿。,2,1
211611,儒,rú,名词,指儒家学派,儒术在中国古代社会中占据重要地位。,孔子是儒家学派的创始人，他的思想对中国文化影响深远。,2,1
211612,儒,rú,名词,（旧时）读书人,那些腐儒只知道死记硬背经典，却不懂得变通。,在古代，许多儒生寒窗苦读十年，只为有朝一日金榜题名。,2,1
211711,拓,tuò,动词,开辟（土地或道路）,公司正在努力开拓新的市场。,这家公司计划拓展现有业务，进军国际市场。,2,1
