definition_id,hanzi,pinyin,pos,definition_cn,example_cn
225811,颂,sòng,动词,赞美歌颂,诗人用优美的语言歌颂祖国的大好河山。
225812,颂,sòng,动词,表达祝福（多用于书信）,在信的结尾，他写道：“顺颂时祺”。
225813,颂,sòng,名词,周代祭祀舞曲，部分歌词收录于《诗经》,《诗经》中的周颂是古代祭祀时用的舞曲歌词。
225814,颂,sòng,名词,用于赞美的诗文,这篇颂文表达了对祖国大好河山的无限热爱。
225921,梢,sào,名词,圆锥形物体,这个冰淇淋的形状像一个圆锥体的梢，顶部尖尖的。
226011,罕,hǎn,形容词,稀少,这东西并不希罕。
226012,罕,hǎn,名词,姓氏,罕老师是我们学校最受欢迎的历史老师。
226111,沸,fèi,动词,液体受热至沸腾状态,壶里的水已经烧成了沸水。
226211,滨,bīn,名词,水边的陆地,我们计划去海滨度假。
226212,滨,bīn,动词,靠近水域,滨海地区的风景非常美丽。
226311,翔,xiáng,动词,盘旋地飞;飞,雄鹰在天空中翱翔。
226511,戈,gē,名词,古代兵器，横刃，装有长柄,博物馆里展出了一把青铜戈，是战国时期的兵器。
226512,戈,gē,名词,姓氏,戈教授在考古学界享有很高的声誉。
226611,愚,yú,形容词,愚蠢；不聪明,他是个愚人，常常做出让人哭笑不得的事情。
226612,愚,yú,动词,欺骗或愚弄,他为人所愚，结果吃了大亏。
226613,愚,yú,名词,谦辞，用于自称,愚兄我实在是无能为力了。
226712,秧,yāng,名词,水稻的幼苗,秧田里的稻苗长势喜人。
226713,秧,yāng,名词,某些植物的茎部,瓜秧爬满了整个园子。
226714,秧,yāng,名词,饲养的幼小动物,鱼秧在水中游来游去。
226715,秧,yāng,动词,方言中指种植或饲养,他在院子里秧几棵树，希望明年能有好收成。
226811,抒,shū,动词,表达情感或观点,会议上，大家各抒己见，讨论得十分热烈。
226911,弊,bì,名词,欺诈行为,考试时千万不要作弊，这是对自己不负责任的行为。
226912,弊,bì,名词,害处,政府采取措施兴利除弊，推动社会进步。
227011,姜,jiāng,名词,一种根茎有辣味的草本植物，常用作调味品或药材,妈妈在炖汤时喜欢放几片姜，可以驱寒暖胃。
227012,姜,jiāng,名词,这种植物的根茎。,妈妈在炖鸡汤时放了几片姜去腥提味。
227013,姜,jiāng,名词,姓氏,姜老师是我们学校最受尊敬的历史老师。
227111,拘,jū,动词,逮捕,警方依法拘捕了犯罪嫌疑人。
227112,拘,jū,形容词,限制自由,他性格拘谨，不善于与人交往。
227113,拘,jū,动词,不知变通,我们不能拘泥于传统，要敢于创新。
227114,拘,jū,动词,限定范围,捐款多少不拘，重在心意。
227211,贩,fàn,动词,（商人）买进货物,他靠贩货为生，每天早出晚归。
227212,贩,fàn,名词,贩卖商品的人,街边的小贩正在叫卖新鲜的水果。
227311,框,kuàng,名词,门窗的安装架子,镜框儿。
227313,框,kuàng,名词,固定的模式或范围,把这几个字框起来。
227314,框,kuàng,动词,用线条圈出文字或图片,把这几个字框起来。
227315,框,kuàng,动词,限制或约束,不能框得太死，要留有一定的灵活性。
227411,屁,pì,名词,肛门排出的气体,他生气地放屁，表达不满。
227412,屁,pì,名词,比喻无用之物,他说的全是屁话，没有一句是真的。
227413,屁,pì,代词,泛指任何事物（多用于否定）,你懂个屁，别在这里乱发表意见。
227511,喻,yù,动词,解释说明,政府发布晓喻，提醒市民注意安全。
227512,喻,yù,动词,理解、知晓,这个故事家喻户晓，几乎人人都听过。
227513,喻,yù,名词,比方,用一个比喻来说明这个问题会更清楚。
227514,喻,yù,名词,姓氏,喻教授在量子物理领域有着杰出的研究成果。
227611,嘱,zhǔ,动词,嘱咐或嘱托,妈妈再三叮嘱我路上小心。
227711,垫,diàn,动词,"用东西支、铺或衬,使加高、加厚或平正,或起隔离作用",这些干草可以用来垫猪圈，保持干燥。
227712,垫,diàn,动词,填补空缺。,正戏还没开演，先垫一出小戏。
227713,垫,diàn,动词,暂时替人付款。,我先给你垫上，等你取了款再还我。
227811,迪,dí,动词,启发或引导。,这本书的内容充满启迪，让人深思。
227911,契,qì,动词,用刀雕刻。,这是一份重要的书契，记录了双方的约定。
227912,契,qì,名词,刻的文字,古人常用书契来明确彼此的权利和义务。
227913,契,qì,名词,"买卖房地产等的文书,也是所有权的凭证",这张地契证明了他对这块土地的所有权。
227914,契,qì,动词,投合,他和我是多年的契友，感情非常深厚。
227921,契,xiè,名词,"人名,殷代的祖先,传说是舜的臣。",据史书记载，契是商朝的重要祖先。
228011,弗,fú,副词,表示否定,看到别人的成就，我自愧弗如。
228111,瑶,yáo,名词,美玉,她的名字叫做琼瑶，听起来十分优雅。
228112,瑶,yáo,形容词,美好的；珍贵的,这本古籍记载了许多瑶族珍贵的传统文化。
228211,赌,dǔ,动词,参与赌博活动,他因为赌钱欠下了一大笔债务。
228212,赌,dǔ,动词,通过竞争决定胜负,他们决定打赌谁会赢得比赛。
228311,堤,dī,名词,沿河岸的防洪建筑,河堤在暴雨中发挥了重要作用，保护了村庄的安全。
228411,哄,hōng,拟声词,模拟众人喧哗声,这部电影的上映哄动了整个城市。
228412,哄,hōng,动词,多人同时发声,他的演讲内容哄动了全场观众。
228421,哄,hǒng,动词,用谎言欺骗他人,你这是哄我，我不信。
228422,哄,hǒng,动词,安抚照顾儿童,奶奶哄着孙子玩儿。
228431,哄,hòng,动词,吵闹;开玩笑,不要参与那些无聊的起哄行为。
228511,旨,zhǐ,形容词,味道鲜美,宴席上摆满了旨酒佳肴，让人垂涎欲滴。
228512,旨,zhǐ,名词,意义；目的；意图,这篇文章的主旨是探讨人与自然的关系。
228513,旨,zhǐ,名词,帝王的命令,皇帝下达的圣旨。必须严格执行。
228612,晕,yūn,动词,失去知觉；昏迷,由于过度疲劳，他突然晕倒了。
228621,晕,yùn,动词,"头脑发昏,周围物体好像在旋转,人有要跌倒的感觉",他在海上旅行时经常晕船。
228622,晕,yùn,名词,日月周围的光环,这幅画的墨晕效果非常自然。
228623,晕,yùn,名词,光影或色彩的模糊边缘,书法作品中的墨晕展现了作者的功力。
228811,址,zhǐ,名词,建筑物的位置或地基,请告诉我你的详细地址。
228911,彪,biāo,名词,幼虎。,彪形大汉。
228912,彪,biāo,名词,虎纹，喻文采。,他的功绩彪炳史册。
228914,彪,biāo,名词,姓氏。,彪先生是我们学校新来的历史老师。
229011,踢,tī,动词,用脚向前或侧方猛力撞击,孩子们在操场上踢球。
229111,俊,jùn,形容词,相貌清秀好看,她的面容俊秀，令人难忘。
229112,俊,jùn,形容词,才智出众,他是当代的俊杰之一。
229211,韦,wéi,名词,经过加工的动物皮,古代武士常穿韦制的铠甲上战场。
229212,韦,wéi,名词,姓氏,韦教授在学术领域有很高的声望。
229311,贼,zéi,名词,盗窃者,他被指责为工贼，受到了大家的排斥。
229312,贼,zéi,名词,危害国家的坏人,那些工贼背叛了工会的利益。
229313,贼,zéi,形容词,奸诈不正派,他心中充满了贼心，总想着不劳而获。
229314,贼,zéi,形容词,狡诈,老鼠真贼，总是偷偷摸摸地行动。
229315,贼,zéi,动词,造成损害,这种行为无异于戕贼自己的未来。
229316,贼,zéi,副词,方言：非常（多用于贬义）,今天的气温贼冷，出门一定要多穿点衣服。
229411,稚,zhì,形容词,年幼；不成熟,村口玩耍的稚子笑声清脆悦耳。
229511,蝶,dié,名词,蝴蝶的简称。,一只彩色的蝴蝶在花丛中翩翩起舞。
229611,账,zhàng,名词,关于货币、货物出入的记载,她每天都会认真记账，确保每一笔收支都清晰明了。
229612,账,zhàng,名词,账簿,他手里拿着一本账，仔细核对着数据。
229613,账,zhàng,名词,债务,他因为生意失败而欠账。
229711,凹,āo,形容词,低于周围表面（与“凸”相对）,雨水积聚在凹地里，形成了一个小水塘。
229811,帕,pà,名词,方形擦拭用品,她从口袋里拿出一块干净的手帕。
229812,帕,pà,名词,压强单位帕斯卡的简称,这个实验需要测量压强，单位是帕。
229911,携,xié,动词,随身携带,他们携酒前往郊外野餐。
229912,携,xié,动词,用手拉着,两人携手走过漫长的人生道路。
230011,茅,máo,名词,白茅,山坡上长满了白茅，随风轻轻摇曳。
230012,茅,máo,名词,姓氏,茅先生是我们学校最受尊敬的教授之一。
230111,枢,shū,名词,门的转动部件,户枢不蠹，流水不腐。
230112,枢,shū,名词,指事物的中心或关键部分,中枢机构负责协调各部门的工作。
230211,溃,kuì,动词,水冲破堤坝。,由于连日暴雨，河岸发生了溃堤。
230212,溃,kuì,动词,突破包围。,士兵们成功地实施了溃围行动。
230213,溃,kuì,动词,军队被打败而散乱。,溃兵四处逃散，场面一片混乱。
230214,溃,kuì,动词,肌肉组织腐烂。,伤口因感染而开始溃烂。
230311,哨,shào,动词,侦察巡逻,他被派去哨探敌军的动向。
230312,哨,shào,名词,警戒岗位,这座哨卡位于边境线上，地理位置十分重要。
230313,哨,shào,量词,军队编制单位（量词）,一哨人马迅速集结，准备执行任务。
230314,哨,shào,动词,鸟鸣,几个朋友聚在一起神聊海哨，度过了愉快的夜晚。
230315,哨,shào,动词,闲聊（方言，含贬义）,几个朋友聚在一起神聊海哨，度过了愉快的夜晚。
230411,枚,méi,量词,用于小物件的量词,他在比赛中赢得了三枚奖章。
230412,枚,méi,名词,姓氏,枚先生是我们学校的语文老师，讲课非常生动有趣。
230511,驳,bó,动词,"指出对方的意见不合事实或没有道理;说出自己的意见,否定别人的意见",这篇文章对错误的观点进行了批驳。
230512,驳,bó,形容词,颜色混杂或不纯。,墙上的油漆已经斑驳。
230513,驳,bó,动词,用驳船运输。,货物需要起驳转运到另一艘船上。
230514,驳,bó,名词,用于运输的平底船。,河岸边停靠着一艘铁驳。
230515,驳,bó,动词,扩展堤岸或河岸。,这条堤还不够宽，最好再驳出去一米。
230611,歧,qí,名词,岔路,他因为一时的错误走上了歧途。
230612,歧,qí,形容词,不相同;不一致,这句话有歧义，容易让人误解。
230711,抄,chāo,动词,誊写,他正在抄文件，准备存档。
230712,抄,chāo,动词,照着别人的作品、作业等写下来当做自己的。,抄袭别人的作业是一种不诚实的行为，应该坚决杜绝。
230713,抄,chāo,动词,搜查并没收,在那个动荡的年代，很多人家都被抄家。
230714,抄,chāo,动词,从侧面或较近的小路过去,为了节省时间，我们决定抄近道走。
230715,抄,chāo,动词,袖手,他站在门口抄着手，显得很悠闲。
230716,抄,chāo,动词,用手抓取或拿取,看到有人欺负弱者，他抄起一把铁锨就走过去帮忙。
230811,弓,gōng,名词,射箭的器械,古代猎人用弓箭狩猎。
230813,弓,gōng,名词,丈量地亩的工具,这座桥的弓背设计得非常优美。
230814,弓,gōng,名词,旧时丈量单位,弓背是桥梁结构中最重要的部分之一。
230815,弓,gōng,动词,使物体弯曲或呈弧形,他弯下腰，像弓背一样用力拉紧绳索。
230816,弓,gōng,名词,姓氏,弓先生是我们学校的历史老师。
230911,稼,jià,动词,种植谷物,耕稼是农民一年中最忙碌的时候。
230912,稼,jià,名词,谷物,今年的庄稼长势很好，丰收在望。
231011,颁,bān,动词,正式发布；授予,政府即将颁布一项新的法规。
231111,徽,huī,名词,代表某个团体或组织的标志。,国徽象征着国家的尊严和权威。
231112,徽,huī,形容词,形容事物美好或杰出。,古代皇帝给皇后或皇太后加封的称号称为徽号。
231113,徽,huī,名词,指中国古代徽州地区（今安徽歙县一带）。,徽墨是中国传统的一种优质墨，以其制作精良而闻名。
231211,杠,gāng,名词,桥。,小河上架着一座古老的石杠。
231212,杠,gāng,名词,旗杆。,旗杆上的国旗在风中飘扬。
231221,杠,gàng,名词,较粗的棍子。,顶门杠是用来支撑门使其不被推开的木棍。
231222,杠,gàng,名词,体操器械，如单杠、双杠等。,丝杠是一种用于机械传动的零件，常用于将旋转运动转化为直线运动。
231223,杠,gàng,名词,机床上的棍状零件。,丝杠是一种用于机械传动的零件，常用于将旋转运动转化为直线运动。
231224,杠,gàng,名词,出殡时抬送灵柩的工具。,他看过的书都打了不少红杠。
231226,杠,gàng,动词,用直线划去或标出不通的文字或错字。,他一面看，一面用红笔在稿子上杠了许多杠子。
231311,泳,yǒng,动词,在水中游动,仰泳是一种游泳姿势，运动员面朝上漂浮在水面上游动。
231411,蜡,là,名词,动物、植物或矿物产生的油质，可塑易燃，用于防水或制烛,点上一支蜡。
231412,蜡,là,名词,用蜡制成的照明用品,点上一支蜡。
231421,蜡,zhà,名词,古代年终祭祀仪式,古代每年腊月都要举行蜡祭，祈求来年风调雨顺。
231511,吻,wěn,名词,人或动物的嘴唇,接吻是表达爱意的一种亲密行为。
231512,吻,wěn,动词,用嘴唇接触人或物以表达情感,母亲温柔地吻了吻孩子的额头，轻声说晚安。
231513,吻,wěn,名词,动物的嘴部,这只小鸟用尖尖的吻啄食着地上的谷粒。
231611,沾,zhān,动词,浸湿,他因伤心过度泪流沾襟。
231612,沾,zhān,动词,因接触而附着,沾水后毛巾会变得湿润。
231613,沾,zhān,动词,轻微触碰,这件事跟他完全不沾边儿。
231614,沾,zhān,动词,因关联而获益,他因为朋友的帮助而沾光不少。
231615,沾,zhān,形容词,方言，表示可行或好,这个计划不沾（不行，不成）。
231711,绣,xiù,动词,用彩色丝、绒、棉线在绸、布等上面做成花纹、图像或文字,刺绣是一种传统的手工艺，用针线在布料上绣出各种图案。
231712,绣,xiù,名词,绣成的物品,苏绣是中国四大名绣之一，以其精美细腻著称。
231811,叮,dīng,动词,(蚊子等)用针形口器插入人或牛马等的皮肤吸取血液,腿上叫蚊子叮了一下，留下了一个红肿的小包。
231812,叮,dīng,动词,反复嘱咐,母亲在出门前千叮万嘱，一定要我照顾好自己。
231813,叮,dīng,动词,追问,跟着我又叮了他一句，他说明天准去，我才放心。
231911,谨,jǐn,形容词,小心谨慎,她为人勤谨，每天总是第一个到公司。
231912,谨,jǐn,形容词,恭敬严肃,这封信的开头写着“谨启”，显得格外正式。
232011,厨,chú,名词,烹饪食物的房间。,今天轮到我下厨，为大家准备一顿丰盛的晚餐。
232012,厨,chú,名词,专业烹饪人员。,这家餐厅的名厨手艺非凡，吸引了许多食客前来品尝。
232111,拐,guǎi,动词,改变方向,那人拐进胡同里去了，消失在视线中。
232112,拐,guǎi,名词,弯曲处;角,墙拐处堆满了杂物，显得十分凌乱。
232113,拐,guǎi,动词,跛行,他一拐一拐地走了过来，似乎受了伤。
232114,拐,guǎi,名词,数字“7”的口语表达,在军事通讯中，数字7通常被读作'拐'。
232115,拐,guǎi,名词,"下肢患病或有残疾的人走路拄的棍子,上端有短横木便于放在腋下拄着走。",爷爷腿脚不便，出门总要拄着拐。
232116,拐,guǎi,动词,用欺骗手段带走人或财物,警方正在调查一起诱拐儿童的案件。
232211,宴,yàn,动词,请人吃酒饭;聚会在一起吃酒饭,周末我们宴客，邀请了几位好友来家中聚餐。
232212,宴,yàn,名词,酒席；宴会。,为了庆祝项目成功，公司决定设宴款待全体员工。
232213,宴,yàn,形容词,安逸；闲适。,退休后，他过着宴然自得的生活。
232311,鸦,yā,名词,鸦，黑色鸟类，如乌鸦,清晨，一只乌鸦站在枯树上呱呱叫着。
232411,衷,zhōng,名词,内心的真实想法或感受,他的话言不由衷，让人感到十分虚伪。
232413,衷,zhōng,名词,姓氏,衷先生是我们学校新来的语文老师。
232511,戚,qī,名词,家族或婚姻关系中的成员,春节期间，我们拜访了所有的亲戚朋友。
232512,戚,qī,名词,姓氏,戚教授在历史学界享有很高的声誉。
232513,戚,qī,形容词,忧愁或悲哀的情绪,听到噩耗后，她满脸哀戚，令人同情。
232514,戚,qī,名词,古代斧类兵器,古代士兵手持戚斧，威风凛凛。
232611,粹,cuì,形容词,不含杂质的；纯净的,这张纸粹白无瑕，看起来非常干净。
232612,粹,cuì,名词,精华,这篇文章经过多次修改，终于达到了精粹的程度。
232711,碑,bēi,名词,刻有文字或图画的纪念性石头,界碑立在两国边界上，象征着领土划分。
232811,煮,zhǔ,动词,在水中加热食物,春节时家家户户都会煮饺子，寓意团圆和幸福。
232911,蕾,lěi,名词,未开放的花苞,她的蕾铃在风中轻轻作响，仿佛在诉说着一段古老的故事。
233011,淑,shū,形容词,形容女性温柔善良、品德美好。,她是一位举止优雅的淑女。
233111,逸,yì,形容词,安乐;安闲,这种安逸的生活让人感到无比舒适。
233112,逸,yì,动词,逃跑,他的思维奔逸，总能想出许多新奇的点子。
233113,逸,yì,动词,隐居,隐逸山林的生活是他一直以来的梦想。
233114,逸,yì,动词,失传,这些逸文为我们研究古代文化提供了宝贵的资料。
233115,逸,yì,形容词,超群,他的书法超逸脱俗，令人叹为观止。
233211,翁,wēng,名词,年长的男性。,江边的一位渔翁正在悠闲地垂钓。
233212,翁,wēng,名词,父亲。,这对新人向翁姑（公公和婆婆）敬茶，表达孝心。
233213,翁,wēng,名词,丈夫的父亲。,这对新人向翁姑（公公和婆婆）敬茶，表达孝心。
233214,翁,wēng,名词,妻子的父亲。,这次家庭聚会中，翁婿（岳父和女婿）之间的关系显得格外融洽。
233215,翁,wēng,名词,姓氏。,翁教授在学术界享有很高的声誉。
233321,倘,tǎng,连词,表示假设；倘若,倘若明天下雨，我们的野餐计划就要取消了。
233411,恳,kěn,形容词,真诚；诚恳,他恳求大家再给他一次机会。
233412,恳,kěn,动词,请求,他转恳朋友帮忙解决这个难题。
233511,逊,xùn,动词,君主让出王位,古代尧帝主动逊位给舜，成为美谈。
233512,逊,xùn,形容词,态度谦和,他的谦逊态度赢得了大家的尊重。
233513,逊,xùn,形容词,质量或能力较差,与她的才华相比，我的表现显得有些逊色。
233611,趟,tàng,量词,表示走动的次数,为了买到限量版书籍，他专程跑了一趟上海。
233613,趟,tàng,量词,用于成行的东西,这条半趟街充满了各种小吃摊，热闹非凡。
233711,讼,sòng,动词,通过法律途径解决纠纷,他因为合同纠纷提起了诉讼。
233712,讼,sòng,动词,争论是非,双方因土地归属问题发生了争讼。
233811,衍,yǎn,动词,开展;发挥,通过逻辑推衍，他得出了一个合理的结论。
233812,衍,yǎn,形容词,多余的（特指文字或语句）,古籍中常有衍文，需要仔细校对。
233813,衍,yǎn,名词,地势低平的土地,这片衍地非常适合种植水稻，因为地势低平且水源充足。
233814,衍,yǎn,名词,沼泽地带,古代的沼泽地带被称为衍泽，是许多水生动物的栖息地。
233911,蔽,bì,动词,遮挡或覆盖,茂密的树林为小动物提供了掩蔽。
234011,胳,gé,动词,方言：挠痒,孩子们互相胳肢，笑声在房间里回荡。
234112,罐,guàn,名词,煤矿运煤车,煤矿工人将装满煤炭的罐车推到了地面上。
234211,裙,qún,名词,女性穿的下装，围在腰部以下,她穿着一件朴素的布裙。
234212,裙,qún,名词,形状或功能类似裙子的物品,厨师系上围裙开始准备晚餐。
234312,龟,jūn,动词,开裂；出现裂纹,天久不雨，田地龟裂，庄稼几乎无法生长。
234321,龟,qiū,名词,古代西域龟兹国（在今新疆库车）,龟兹是古代丝绸之路上的一个重要国家。
234331,龟,guī,名词,龟鳖目爬行动物的统称,池塘里有一只乌龟正在悠闲地晒太阳。
234411,奠,diàn,动词,奠定;建立,这座城市被选为新国家的奠都之地。
234412,奠,diàn,动词,用祭品向死者致祭,清明节时，人们会祭奠已故的亲人。
234511,颌,hé,名词,构成口腔上下的骨骼与肌肉组织，分上颌与下颌,医生检查后发现他的下颌有些轻微错位。
234521,颌,gé,名词,口腔的俗称,古籍中常用“颌”来指代人的嘴巴。
234611,驴,lǘ,名词,一种比马小的哺乳动物，耳朵长，毛多为灰褐色，常用作力畜。,农民用驴来拉车，因为驴的耐力很好。
234711,撕,sī,动词,用手使东西(多为薄片状的)裂开或离开附着处,她用力把布撕成两块，分别用来制作手工艺品。
234811,蒂,dì,名词,瓜果与茎枝相连的部分。,池塘里盛开着几株美丽的并蒂莲。
234911,姚,yáo,名词,姓氏,姚明是中国最著名的篮球运动员之一。
235011,滥,làn,动词,水溢出,在招聘过程中，公司始终坚持宁缺毋滥的原则。
235012,滥,làn,形容词,过度；无节制,选拔人才时，我们应坚持宁缺毋滥的态度。
235111,恭,gōng,形容词,恭敬,我们已经恭候您多时，请问有什么可以帮忙的吗？
235211,耻,chǐ,形容词,感到羞愧,他的行为被认为是可耻的，遭到了大家的谴责。
235212,耻,chǐ,名词,令人感到羞辱的事情,他发誓要雪耻，恢复家族的荣誉。
235311,蕴,yùn,动词,包含或积累,这片土地蕴藏了丰富的矿产资源。
235312,蕴,yùn,名词,深奥的道理,这座城市有着深厚的文化底蕴。
235412,骄,jiāo,形容词,形容气势猛烈或强烈。,夏天的骄阳炙烤着大地。
235511,煌,huáng,形容词,光彩明亮,这座宫殿曾经辉煌一时。
235611,冤,yuān,名词,冤枉；不公正的待遇,他向法官陈述了自己的冤情。
235612,冤,yuān,名词,仇恨,他们表面上是朋友，实际上是冤家。
235613,冤,yuān,形容词,吃亏,花大价钱买了假古董，真是冤透了。
235614,冤,yuān,动词,欺骗,那个骗子专冤外地人，大家要小心。
235711,瞎,xiā,形容词,失明；看不见。,他三岁时因病失明，从此生活在黑暗中。
235712,瞎,xiā,副词,无根据地；徒劳地。,你别瞎说，根本没有这回事！
235713,瞎,xiā,形容词,（炮弹等）未爆炸。,这次爆破出现了几个瞎炮，需要重新处理。
235714,瞎,xiā,形容词,〈方言〉（种子）未发芽；（庄稼）不饱满。,今年雨水太多，地里的小麦都瞎了。
235715,瞎,xiā,动词,〈方言〉浪费；损失。,一场大火瞎了仓库里全部货物。
235716,瞎,xiā,形容词,〈方言〉混乱；无头绪。,线绕得不好，结果线绕瞎了。
235811,娇,jiāo,形容词,形容女子、小孩或花朵柔美可爱,她的舞姿显得格外娇娆动人。
235812,娇,jiāo,形容词,形容人娇气、脆弱,她从小就娇气十足，一点苦都吃不了。
235813,娇,jiāo,动词,过分宠爱或呵护,父母对孩子娇生惯养，反而会害了他们。
235911,杭,háng,名词,指杭州,杭州西湖的美景吸引了无数中外游客前来观光。
235912,杭,háng,名词,姓氏,杭教授在学术领域有着很高的威望。
236011,倦,juàn,形容词,疲乏,经过一天的忙碌，他感到非常疲倦。
236012,倦,juàn,动词,对某事感到厌烦；厌倦,重复的工作让他渐渐感到厌倦，想要寻求新的挑战。
236111,愧,kuì,形容词,因过错而感到羞愧,他因自己的错误感到羞愧。
236211,淮,huái,名词,淮河，流经河南、安徽和江苏的河流。,淮河是中国重要的地理分界线，南北气候差异明显。
236311,柯,kē,名词,草木的枝茎,大树的枝柯在风中摇曳。
236312,柯,kē,名词,斧子的手柄,这把斧柯已经使用多年，依然锋利无比。
236313,柯,kē,名词,姓氏,柯医生医术高明，深受患者们的信赖。
236411,聊,liáo,副词,暂且,虽然失败了，但他聊以自慰的是自己尽力了。
236412,聊,liáo,副词,稍微,这点小礼物只是聊表寸心，请您收下。
236413,聊,liáo,名词,姓氏,聊先生是当地著名的历史学者，著作颇丰。
236414,聊,liáo,动词,依靠或依赖,生活无趣，百无聊赖。
236415,聊,liáo,动词,随意交谈,他们坐在沙发上闲聊了一下午。
236511,侨,qiáo,动词,在国外居住,这位侨民在国外生活多年，依然怀念故乡。
236512,侨,qiáo,名词,居住在国外的本国公民,华侨们为家乡的发展做出了巨大贡献。
236611,萝,luó,名词,指能攀爬蔓生的植物,藤萝攀附在墙壁上，形成了一道绿色的屏障。
236711,惟,wéi,副词,仅仅；只有,惟一无二的东西往往最珍贵。
236712,惟,wéi,连词,表示转折,他虽聪明，惟缺乏耐心，难以成大事。
236713,惟,wéi,助词,用于年、月、日前的助词,惟二月既望，春意渐浓，万物欣欣向荣。
236714,惟,wéi,名词,思想,思惟是解决问题的重要方式。
236811,谅,liàng,动词,宽恕过错,双方通过沟通达成了谅解。
236812,谅,liàng,动词,推测认为,请谅不见怪，我并非有意冒犯。
236911,瘤,liú,名词,异常生长的组织,腐败就像毒瘤，侵蚀着社会的健康肌体。
237021,蚂,mā,名词,方言指蜻蜓,夏日的池塘边，几只蚂螂在低空盘旋飞舞。
237031,蚂,mà,名词,方言指蝗虫,田里的蚂蚱成群结队，把庄稼啃得七零八落。
237112,崔,cuī,名词,姓氏,崔先生是我们公司新聘请的技术总监。
237211,廊,láng,名词,连接房屋的带顶通道或室外走廊。,学生们在走廊里嬉戏打闹。
237311,溉,gài,动词,灌;浇,农民们正在田间辛勤灌溉。
237411,铸,zhù,动词,将金属熔化后倒入模具，冷却成型的过程。,铸工是一项需要高超技艺的工作。
237512,髓,suǐ,名词,类似骨髓的物质,经过长时间的思考，他感到自己的脑髓都快被榨干了。
237513,髓,suǐ,名词,植物茎的中心部分,竹子空心，只有一层薄壁细胞构成的髓。
237611,碌,lù,形容词,平凡（指人）,庸碌的生活让他感到无比厌倦。
237612,碌,lù,形容词,事务繁杂,忙碌的工作让她几乎没有时间休息。
237621,碌,liù,名词,农具，用于轧谷物或平场地,农民们用碌碡将晒干的稻谷碾压脱粒。
237711,拢,lǒng,动词,合上,他笑得嘴都合不拢了。
237712,拢,lǒng,动词,接近或抵达,船员们齐心协力，终于成功地将船拢岸。
237713,拢,lǒng,动词,汇总或合计,拢共算下来，这次旅行花费了不少钱。
237714,拢,lǒng,动词,聚拢或集中,她的歌声清亮动人，能够很好地拢音。
237715,拢,lǒng,动词,梳理（头发）,她用梳子拢了拢头发。
237812,沫,mò,名词,口腔分泌的液体,在困境中，他们相濡以沫，共同度过了难关。
237911,帅,shuài,名词,军队最高指挥官,元帅指挥着千军万马，展现了非凡的军事才能。
237912,帅,shuài,名词,姓氏,帅先生是我们公司的财务总监，工作非常认真。
237913,帅,shuài,形容词,英俊潇洒,这个武打动作干净利落，帅极了。
238011,坟,fén,名词,埋葬死人的地方,祖坟周围的树木郁郁葱葱，显得格外庄严肃穆。
238111,娱,yú,动词,使人感到快乐,聊以自娱。
238112,娱,yú,形容词,快乐的情绪,欢娱的时光总是过得很快。
238211,吏,lì,名词,古代无品级的小官员,胥吏在古代官府中扮演着重要的角色。
238212,吏,lì,名词,古代泛指官员,大吏们齐聚一堂，商讨国家大事。
238311,峻,jùn,形容词,山势高大,险峻的山路让司机们望而却步。
238312,峻,jùn,形容词,严厉,严峻的形势要求我们必须采取果断措施。
238411,歉,qiàn,形容词,农作物收成不佳,歉年时，农民们的生活变得十分艰难。
238412,歉,qiàn,形容词,因过失而感到不安的心情,他感到非常抱歉，因为迟到了会议。
238511,刹,chà,名词,佛教寺院,这座古刹隐藏在深山之中，鲜有人知。
238521,刹,shā,动词,停止（车辆或机器）,司机发现前方有障碍物，立刻刹车避免了一场事故。
238611,坝,bà,名词,用于拦水的建筑物,拦河坝的建设改变了河流的流向。
238612,坝,bà,名词,用于巩固河堤的建筑物，如丁坝,为了加固河堤，工程师们在险要处修建了几座丁坝。
238613,坝,bà,名词,方言中指沙滩或沙洲,孩子们在河坝上玩耍，捡拾着五颜六色的鹅卵石。
238711,栖,xī,形容词,形容不安定的状态,他栖栖遑遑地四处奔走，只为寻找一份稳定的工作。
238721,栖,qī,动词,鸟类停歇；泛指居住或停留,鸟儿在树枝上栖息，等待黎明的到来。
238811,捐,juān,动词,放弃或抛弃某物,双方决定捐弃前嫌，重新开始合作。
238812,捐,juān,动词,无偿给予财物帮助,他决定捐献出自己的大部分财产用于慈善事业。
238813,捐,juān,名词,特定类型的税收,车主要按时缴纳车捐，以免产生罚款。
238911,渊,yuān,名词,深水或深潭,他站在深渊边缘，感受到一种莫名的恐惧。
238912,渊,yuān,形容词,形容程度深,这口渊泉清澈见底，是村民的重要水源。
238913,渊,yuān,名词,姓氏,渊先生是著名的书法家，他的作品被多家博物馆收藏。
239011,傍,bàng,动词,靠近；临近,小船傍着岸边缓缓行驶，渔夫正在撒网捕鱼。
239012,傍,bàng,形容词,时间上接近,傍晚时分，夕阳染红了整个天空。
239013,傍,bàng,动词,方言：跟随,小孩子喜欢傍着大人，听他们讲有趣的故事。
239211,鸽,gē,名词,鸽子的简称,信鸽带着重要的信息飞回了基地。
239311,淘,táo,动词,用水冲洗颗粒物以去除杂质。,她认真地淘米，准备做一顿美味的米饭。
